Popularity,Vote_Average,IMDb_Rating
5.849155084020501,5.652534747938496,5.952534747938496
15.443480986009137,7.352173004663621,7.7
9.3,6.7,7.0
17.91289799553052,7.60644899776526,8.0
13.349703395277341,7.07485169763867,7.387425848819335
20.386728534618072,7.486728534618073,7.786728534618073
35.7,7.5,7.7
9.3,6.706018020807316,7.012036041614632
11.980130324497598,7.526710108165866,7.9
130.7,8.1,8.3
19.05650472512968,7.8,8.1
8.873082947487088,6.946165894974175,7.173082947487088
44.1,7.9,8.2
110.53331549200404,8.523456129333482,8.617280646667414
3.2890040498461195,5.99633468328204,6.31099595015388
24.84893869505431,7.848938695054314,7.7468160851629415
2.0661632350371146,6.203020589777312,6.733836764962885
7.295726257480106,6.802136871259947,7.4
11.7,7.2,7.7
8.09474520274138,7.0,7.398248400913794
9.475585270957763,6.8,7.3
14.716912280865829,6.433824561731659,6.866175438268342
40.1,8.1,8.2
17.7,8.1,8.2
47.7,7.9,8.2
5.7613468884910795,6.161346888491079,6.561346888491079
44.1,7.9,8.2
20.960060954254622,7.1402438170184945,7.3
27.205912464366193,7.347299714929548,7.723649857464774
25.965367776742376,7.730735553484751,7.648051665113563
74.79935981431909,7.733119938106364,8.066605696601819
14.8,7.1,7.4
12.2,7.6,7.9
9.36814251095144,7.131857489048561,7.7
78.8,7.9,8.2
36.75007729102007,7.422678087532684,7.522678087532683
18.5,7.6,7.973287733505529
18.5,7.599333693735862,7.798667387471726
14.8,7.8,8.1
62.70047013518424,7.790951830471295,8.18190366094259
18.2,7.6,7.9
18.9,7.3,7.6
58.07372088052071,7.795153494337515,7.995153494337514
57.34088548126653,7.970442740633264,8.1
11.285134966176143,6.777702449264213,7.077702449264213
15.468548296076404,7.3438172346411985,7.7
11.890137564958845,6.5802751299176885,6.7
8.9,7.0244217681917345,7.224421768191735
11.304841284970381,6.43171957167654,6.8
27.8082304378784,7.0393298123378285,7.178659624675657
109.2237899466129,8.537567225188173,8.687836125940864
9.970313072543972,6.648434637280141,7.2296869274560285
142.6986982073327,8.329814931758879,8.69472239763832
20.065676245577016,7.5,7.767161877211492
2.4781252489974865,6.189062624498743,6.7
136.89968959745536,7.912134555601044,8.251151375051176
25.78171946367423,7.8,7.743656107265154
35.585874088730165,7.5,7.7380419704232795
73.91939988866059,7.816050194843966,8.270900167009113
7.7,6.7,7.0
47.09974442265498,7.9,8.090862622300905
19.8,6.9,7.2
29.2,7.8,8.0
29.076118512310344,8.0,8.341293829229885
19.798933368914366,7.966311122971456,8.266311122971457
23.792772790684158,7.535742403105281,7.8
20.72780329837686,7.42780329837686,7.475934432792287
17.9,7.0499554690869255,7.3000890618261485
7.245763633502026,6.808472732995948,7.291527267004053
2.256330703699392,5.890295711933199,6.390295711933199
14.3,7.554150208411772,7.884716736137258
3.9,6.757118257975735,7.065694606380587
17.9,7.081376628831959,7.237246742336083
17.7,8.1,8.2
12.8,7.485100814402981,7.7148991855970195
22.142012860819314,7.389350481092416,7.2053247594537915
8.9753930341202,6.8492139317596,7.6
12.252330452495885,7.547669547504116,7.847669547504116
18.039436532381835,7.760563467618165,8.060563467618165
9.8,7.0,7.6
9.774687571613583,7.174687571613583,7.625312428386417
18.5,7.571549090709927,7.743098181419855
8.9,7.104246826497067,7.252123413248533
5.393436051290235,6.888803290591471,7.317760658118294
10.656913790846197,7.3,7.656913790846197
38.3173714318721,7.130985713047963,7.710328571015988
19.8572318379669,7.985743945988967,8.285743945988967
130.57304808409324,8.118135987986676,8.322669984983348
18.5,7.6,7.930938616286269
10.6,7.3,7.6
14.3,7.3,7.8
13.70416335411128,7.44375496883308,7.547918322944359
13.63891166463706,7.54163250304441,7.580544167681469
12.316633160774314,6.9,7.316633160774314
8.9,7.123470351482595,7.261735175741298
62.22460680296004,7.747691527541821,8.095383055083643
33.19897118961672,7.967009603461094,8.267009603461094
19.0,7.8,8.1
22.9,7.853226021333904,8.1
11.8,6.31618641065256,6.65809320532628
10.991037366084505,7.382074732169012,7.6
10.3,7.371763578590863,7.6
7.080028437958753,7.1600094793195845,7.3399905206804155
29.004654952267483,8.0,8.104654952267484
8.882317401559567,6.964634803119132,7.2
23.052248104051614,7.361240520258058,7.556744312154835
40.36161132708608,8.049289061668867,7.998578123337733
56.16710999276688,8.371883158656118,8.529707896640295
6.739934328627206,7.2,7.619912438169608
17.918458512953702,7.081541487046296,7.181541487046297
67.9791400652067,8.129527828922031,8.006694802454216
12.679340725814782,6.7,7.117362903259135
7.718522844654741,6.7370456893094826,7.018522844654741
71.2,7.8,7.8
7.3,6.7,7.4
7.691296103741235,6.682592207482468,6.982592207482468
13.036850271299144,6.944724593051284,7.263149728700856
30.849403873215355,7.812052904911517,8.112052904911517
7.847350080584622,6.952649919415379,7.3
35.7,7.5,7.7
9.700258401484497,7.598966394062007,7.899224795546505
36.0,7.9,8.0
17.203035034066747,7.0,7.303035034066746
19.059353856912317,7.8187077138246295,8.059353856912315
23.1,7.6206256149619485,7.7
6.870678817315428,6.5,6.929321182684572
14.3,7.547567967151786,7.469909377130951
25.55569099235576,7.65569099235576,8.055690992355759
40.8,8.4,8.7
11.723005529974833,6.323005529974832,6.546011059949664
29.37734517682531,8.0,8.255663705793673
18.5,7.6,8.0
14.8,7.1,7.4
10.6,7.3,7.6
168.45431422623977,8.529765147829446,9.029765147829446
6.468569867812246,6.464287665234693,6.967142466953062
18.1,7.661905995153688,7.961905995153688
20.9,6.9,7.146668772959918
19.744911190387086,7.970059206408608,8.1
12.2,7.0,7.1
109.9,8.5,8.5
21.0764764415198,7.347047116960397,7.523523558480198
22.9,7.886925962465106,8.1
6.378313572506546,7.252710803436682,7.805421606873364
14.4,7.260607430552798,7.5
6.064310806954445,6.5821554034772225,6.882155403477223
7.793681535814639,6.637545642790241,7.0
31.053950766314426,7.976975383157213,8.253950766314427
23.503093082259213,6.879381383548157,7.158762767096315
130.7,8.1,8.3
12.148623230470857,6.871558076177142,7.048623230470857
17.9,7.036798451397958,7.326403097204084
64.70647261742631,8.341545385891447,8.459081770124012
12.47164512129458,7.3283548787054205,7.8
13.29018389839995,7.045091949199975,7.3
29.08059061662086,8.0,8.180590616620862
17.735168249017477,6.935168249017475,7.167584124508737
13.288543393355905,7.7,7.955728303322047
16.166262725626833,7.255420908542277,7.3216836341691085
61.50303146346152,8.272451685139862,8.427548314860138
13.204746327529675,6.696835781646883,7.1
10.634109002447422,7.3,7.634109002447422
31.672517177152308,8.018129294288077,8.118129294288076
21.6,7.2,7.4
29.46510914689783,8.0,8.233722713275542
69.6,8.2,8.5
24.16357363646963,6.922737727255062,7.154524545489877
9.694041821105307,6.773510455276327,6.926489544723673
13.7,7.5,8.0
10.578725218456686,7.0,7.3
18.259881208596102,7.659881208596102,7.9598812085961015
10.46330439207952,7.0,7.3
17.33435604747757,6.931287905044859,7.36564395252243
29.12343115667913,7.876568843320871,8.038284421660435
10.944240993648068,7.288481987296134,7.6
9.916813688674859,6.915931556625711,7.283186311325142
7.766960261613396,6.8339205232267926,7.066960261613396
21.1,7.4860136788581135,7.593006839429056
94.2686224281642,8.079915888085917,8.179915888085917
20.954229487300037,7.4271147436500184,7.6
32.37424959332274,7.414968394157396,7.714968394157395
14.768013193110345,6.53602638622069,6.76397361377931
67.83090713505422,8.1230829189154,7.961580432407808
35.86294240653589,7.717256542047853,7.86294240653589
62.47129237653716,8.047740109744746,8.366772596026653
4.9,6.210467775157301,6.794766112421349
7.3,6.737847642348587,7.4
51.59035541747679,7.691116718446202,7.954822291261603
9.800451950929576,7.2,7.5995480490704255
29.03390570535929,8.0,8.355364764880237
2.43342781978888,6.03342781978888,6.5000708648416605
11.9,7.5,7.8419524993283325
9.764493042356893,6.608876739410777,7.0
13.688499720786444,7.507666852809037,7.996166573595481
51.33804794529076,7.69048801367731,7.7
14.3,7.526451345982254,7.875483781994085
18.9,7.351143381452175,7.6
22.27715664409844,7.64094778530052,7.740947785300521
78.25050415258495,7.815462177320763,8.030924354641524
18.3,7.7,8.0
18.40012366797594,7.4002473359518826,7.400494671903764
57.2,7.9,8.1
27.201876362565567,7.315010900524557,7.707505450262278
43.33744327175311,7.484931926103731,7.527397889155597
29.2,7.8,8.0
11.723965800403528,6.335948700605294,6.52396580040353
13.0,6.9,7.3
30.406007906777745,7.210013177962912,7.510013177962913
9.347436045001448,7.073718022500724,7.673718022500724
27.22314001952115,7.485120156169193,7.7925600780845965
11.0,7.4,7.6
29.2,7.8,8.0
7.281414171124122,6.718585828875878,7.4
18.425704726643207,7.451409453286416,7.502818906572832
11.363629403512322,6.778790198829227,7.1
3.3864686192033537,6.3458744768134165,6.645874476813416
10.439151358734021,6.882545923797937,7.182545923797937
36.0,7.9,8.0
14.731860804123796,7.5,7.752208793814305
19.018932709923746,7.8,8.1
62.3,8.2,8.5
81.1179280997117,8.13179280997117,8.27726426999039
7.1,6.368334900379384,7.329162749051539
19.014272857653296,7.561909047448901,7.676181905102197
8.6,7.2653678231411,7.6346321768589
11.8,6.352188933560547,6.676094466780273
17.054862123375848,7.0,7.30194484935034
17.94758583246987,7.747585832469869,8.082528610823289
15.655940707694295,7.272029646152852,7.6440592923057045
62.32880649044888,8.176954807640893,8.48271610573067
8.9,7.0,7.2
5.7382357886478905,5.597058526811265,5.929411369081688
11.142744808648581,7.1145103827028375,7.414510382702837
19.0,8.3,8.6
19.630027391348573,7.069972608651426,7.369972608651426
35.7,7.5,7.7
32.7,7.7,8.0
29.16028212225708,7.760282122257079,7.960282122257079
10.561919785627982,7.0,7.3
29.125590010554525,7.874409989445473,8.037204994722737
9.3,6.767430380640905,7.13486076128181
29.2,7.8,8.0
18.17214220673287,7.572142206732873,7.872142206732874
130.7,8.1,8.3
10.5,6.7635947472706714,7.063594747270671
9.418126499592573,7.118126499592573,7.663747000814854
36.27098880886143,7.6967583933539245,7.864505595569283
130.63589729006685,8.109157529990448,8.31144691248806
9.8,7.2,7.6
13.110554226201476,7.6552771131007376,7.9329156696511065
8.117070844842164,7.4,7.504267711210542
124.65511485987446,8.5,8.842695857106916
2.0932730740476257,6.040361555714247,6.706726925952375
18.057516335049662,7.7424836649503375,8.042483664950337
6.9,7.052064555986215,7.352064555986215
23.1,7.66862723088059,7.7
9.2,7.1180887166699875,7.518088716669988
40.8,8.4,8.7
4.920347674541459,7.079652325458541,7.269478488187811
18.5,7.6,8.0
93.07486635714393,8.241234276061633,8.341234276061632
11.09527975276013,7.2094404944797414,7.50472024723987
25.465040153483113,7.730080306966228,7.8
13.533477245665985,7.166738622832992,7.366738622832992
56.05829048446286,8.339119044437362,8.539119044437362
17.3,7.0,7.4
33.1,8.0,8.3
130.7,8.1,8.3
7.98400692112814,6.80799653943593,7.19200346056407
10.388361815235847,6.655344726094339,7.044655273905661
1.473221031274637,6.8389824739378025,6.78779649478756
63.40285462471912,7.4,7.7188581501123545
2.006355082611634,6.374579669553465,6.7
57.274336884441176,7.937168442220587,8.1
69.6,8.2,8.5
11.510869182530758,6.655434591265379,7.085144863755127
11.899966749387952,6.5999334987759015,6.7
11.7,7.2,7.7
6.979489367231427,6.960255316384287,7.339744683615714
51.154080712342186,7.8,7.954080712342188
23.215938252347744,7.377292168231829,7.5
69.33866465440732,8.156444109067888,8.412888218135777
21.923287017763258,7.2,7.319178245559186
12.678824464933452,6.7,7.115297859733809
9.8,7.0,7.6
17.975425354434385,7.0,7.173723936696841
62.629246627111385,7.514150674577724,7.876100449718482
8.1,7.4,7.5
12.0,7.8,8.1
10.4,7.0,7.3
7.7,6.7,7.0
43.6,7.8,8.0
7.9530774818376395,7.253077481837639,7.5
43.6,7.8,8.0
31.1,8.138323611113863,8.438323611113864
20.4,7.5,7.8
22.0,7.2,7.3
15.831331618546017,7.622889460484661,7.768668381453984
24.5,7.4,7.7
7.277919737021436,6.7441605259571284,7.355839474042872
25.913123702168853,7.8,7.7173752595662295
10.6,7.3,7.6
19.39119046885036,7.83039682295012,8.13039682295012
35.89297777122634,7.527568253032333,7.7275682530323335
10.537628090128162,7.383162546495782,7.662371909871837
53.63823403052376,7.86431858617668,8.06431858617668
27.888668215834798,7.7729621023140005,7.576739363702401
11.7,7.164576375955522,7.629152751911045
12.247449537803137,7.552550462196864,7.852550462196864
51.09265393861394,7.748163484653486,7.840817423267431
18.9,7.353066143543156,7.6
12.422584247932875,7.438707876033563,7.616123628100689
9.5,6.803617772451765,7.296382227548235
70.8022715876561,7.899432103085976,7.974006180400459
78.67957663734846,7.940141120883847,8.226760747255897
8.1,7.1674322486495745,7.441858062162393
23.44193245282797,7.520966226413985,7.562898679241956
40.591074114889985,8.23285929191199,8.365718583823977
130.7,8.1,8.3
6.818969484817468,6.594847424087338,7.056908454452403
14.676210361398455,6.976210361398456,7.338105180699228
62.10589976305312,8.038249802544263,8.338249802544263
19.0,8.3,8.6
44.1,7.9,8.2
2.059656883332589,6.300571861112353,6.640343116667411
7.806461667984409,6.993538332015591,7.3
19.89147335814259,8.0,8.291473358142595
7.862859143234986,6.9,7.225718286469972
12.493659545338275,6.779755340996294,6.879755340996294
28.006172962961248,7.212345925922495,7.170781975307498
10.650066616502137,7.3,7.650066616502138
40.1,8.1,8.2
14.3,7.555228666614947,7.885076222204983
16.47456004746251,7.561840071193765,7.849120094925021
9.759398117642126,7.027067921571916,7.5864660392140415
73.7,8.2,8.6
28.46068425916439,7.534828935208903,7.6910263887465815
6.95679422160412,7.037862814402747,7.3
20.261408131118475,7.4385918688815265,7.7
10.671913046329388,6.9578695694940835,7.257869569494083
8.717718116458542,7.121521255694305,7.660760627847153
57.2,7.9,8.1
25.31331450041781,7.4,7.8133145004178095
6.979570094068492,6.5,6.820429905931507
29.0,7.3,7.5
5.628584429293369,6.788566228282652,7.182849342423979
32.7,7.7,8.0
8.98471662811239,6.892358314056195,7.2
11.616189685819585,7.2,7.7
5.62787244606487,6.8278724460648705,7.593031888483782
9.075917529840236,6.326529216400393,6.551835059680471
14.7,7.5,7.8
20.36502643918574,7.5,7.78251321959287
17.047726051730493,7.0,7.299090420692196
20.977269781969664,7.438634890984832,7.6
18.145012443241978,7.545012443241975,7.845012443241976
12.731910591690392,7.4,7.731910591690391
71.2,7.8,7.8
5.7,6.1,6.454938034327024
5.6,6.8,7.24701622381756
108.57562065957823,8.6,9.0
21.001172472899988,7.497655054200027,7.5988275271000125
7.744327308744362,6.888654617488724,7.522690765022553
12.8,7.4,7.8
13.607604369647492,7.588593445528764,7.596197815176255
5.347724354489103,6.876137822755449,7.3
67.62951776710183,7.836385786318528,7.8
40.8,8.4,8.7
11.078926493209439,7.2,7.5105367533952805
17.903557086703554,7.1,7.20711417340711
5.6,6.8,7.396568284220969
12.68372143055517,7.361240476851723,7.8
171.9962828762943,8.607610612665809,9.107610612665809
9.001682318225946,6.801682318225945,7.6
9.305850008465868,6.705850008465866,7.005850008465866
8.89423153896732,6.376926155869278,6.682694616901958
79.36200904040405,7.943231464646465,8.221615732323233
23.258063455897243,6.970968272051378,7.270968272051379
22.9,7.9,8.1
21.6,7.2,7.4
9.366106891280968,7.083053445640484,7.683053445640484
17.6,6.8,7.1
43.1,7.2,7.1
4.916523532691854,7.083476467308146,7.275214700962219
21.14853424134265,7.694136965370595,7.842671206713244
31.059560329602494,7.96967024720187,8.269670247201871
18.178248492456394,7.621751507543606,7.921751507543607
12.631647274737066,6.745568483508622,7.245568483508622
8.9,7.0048018300802415,7.204801830080242
29.2,7.8,8.0
20.00208553987948,7.5,7.798957230060259
33.17662404540557,7.974458651531478,8.274458651531479
129.97000276022422,8.204285319967966,8.43035664995996
31.627701722514345,8.006925430628586,8.106925430628586
8.895982651807593,6.991965303615186,7.195982651807593
43.74347658837278,7.8,8.0
8.85209270131406,6.020837080525624,6.4
11.603335348966612,7.132221550344463,7.5644431006889254
29.2,7.8,8.0
110.23451249457796,8.6,9.0
29.022791326942862,7.977208673057136,8.088604336528569
32.7,7.7,8.0
7.415940563756119,6.315940563756119,6.431881127512237
8.8,6.8,7.147923185816579
13.323299945379016,7.638350027310492,7.938350027310491
5.5746892504209535,6.1,6.431327687394762
12.51312068776399,7.304373562587997,7.8
167.1,8.5,9.0
19.0,7.8,8.1
23.1,7.6095011698992305,7.7
57.57440426603521,8.087202133017605,8.1
21.6,7.2,7.4
11.416595839588954,6.761134720137015,7.1
21.6,7.2,7.4
118.19180693214138,8.527379130751411,8.927379130751412
11.907168246715143,6.592831753284857,6.7143364934302845
94.40113441966952,8.062008862206822,8.162008862206822
9.100790432264022,6.9007904322640226,7.6
43.60635744499345,7.801271488998689,8.00254297799738
8.9,7.198483080097894,7.299241540048947
10.6,7.3,7.6
11.768307752265505,6.231692247734495,6.568307752265505
9.8,6.624146268000432,6.987926865999784
11.848313675941636,6.522470513912454,6.648313675941637
13.445598342081725,6.445598342081725,6.936795026245174
10.327214152745965,7.0727858472540355,7.263607076372982
4.8557873257092545,7.011574651418508,7.189468314273135
27.3,8.1,8.1
11.8503616188042,6.4251808094021,6.750361618804201
20.24421867744889,7.455781322551108,7.7
4.14582162054741,6.5541783794525905,6.93611891963506
22.9,7.9,8.1
9.832005983252099,7.2,7.567994016747901
40.14936253281732,8.07531873359134,8.12595620077402
69.16159877898122,8.126933129830203,8.353866259660405
40.8,8.4,8.7
61.86323169396155,7.836026411634628,8.136026411634628
13.689205628535353,7.510794371464646,8.0
17.862940396776825,7.031470198388413,7.262940396776825
29.2,7.8,8.0
61.23835728366031,8.2965129742127,8.403487025787301
19.0,7.8,8.1
33.35479716768704,7.915067610770988,8.215067610770987
2.2315232727932908,5.934238363603355,6.502715090810065
17.224024934788577,6.8,7.241341644929526
8.575818501107653,7.248362997784692,7.675818501107654
40.279603349746374,8.176972864177017,8.328288106961695
15.4835821516012,7.5835821516012,7.8835821516012
112.6,8.6,9.0
10.6,7.3,7.6
2.1,5.637502768258222,6.518751384129112
20.08456544334249,7.5,7.757717278328755
12.163141532453421,7.58771384415114,7.887713844151141
8.1,7.173520204901909,7.4433800512254775
22.148254452187324,7.683915182604226,7.783915182604225
7.0674126975446905,7.111608465029794,7.3
12.2,7.6,7.9
8.248342412302586,7.325828793848707,7.7225136184538785
10.6,7.3,7.6
64.8,8.4,8.5
9.338790773453555,6.738790773453555,7.038790773453555
14.89614681124645,6.5759632971883875,6.663944945782582
49.21238871938945,7.965756031277802,8.002731906166593
44.5,7.606721320997734,8.03781421399849
47.7,7.9,8.2
28.981511838448036,8.0,8.155464484655889
7.154008703863547,6.422995648068226,6.645991296136453
18.168788410987993,7.6312115890120085,7.931211589012008
8.9,7.124948019111467,7.475051980888534
20.9,6.9,7.207739133468608
9.352415917072618,6.752415917072616,7.157247751217849
43.85441433733923,7.8,8.0
18.5,7.483996398028219,7.616003601971782
43.6,7.8,8.0
21.0,7.302206322852493,7.402206322852494
14.725045451553111,7.5751363546593335,7.875136354659333
3.4447941659333967,6.072397082966699,6.396529443955598
42.27135152914206,7.771351529142057,8.035675764571028
17.926879397367436,7.873120602632564,8.124373534210854
9.5,6.884197037149671,7.215802962850329
13.652968094589822,7.547031905410178,8.0
43.750615064046535,7.8,8.0
9.3,6.262357028455695,6.4748284341468345
69.23122552982842,8.138537588304736,8.377075176609473
14.364336517991179,7.1,7.464336517991178
10.6,7.3,7.6
21.17827909023088,7.813116360923516,7.9913954511543945
23.1,7.686217710084077,7.7
24.767391599099902,7.767391599099902,7.502174797299705
6.099060058237544,6.600375976704981,6.900563965057474
25.710813707846334,7.4,7.471349033722932
78.8,7.9,8.2
23.34993446464354,7.466622976429026,7.5
18.88186807200745,7.281868072007449,7.545604216022348
3.1,5.5,6.4
19.040232712468658,7.840232712468656,8.1
20.9,6.9,7.274852494122047
21.048989028750118,7.3,7.448989028750118
27.444680953122457,7.738297617193856,8.027659523438771
10.989586264207972,7.379172528415943,7.6
12.2,7.6,7.9
20.710883032293605,7.440588688195735,7.4702943440978675
19.0,7.8,8.1
27.3,8.1,8.1
10.640063103433706,7.3,7.6400631034337065
8.279570871189504,6.119356306784256,6.839785435594752
32.01605296788763,8.090826875492782,8.19541343774639
21.03221080042292,7.3,7.432210800422919
2.481894390629493,6.190947195314746,6.7
20.029799947229847,7.5,7.785100026385075
165.9177933978423,8.082750611003169,8.235042786839141
40.15081495823726,8.074592520881367,8.123777562644102
31.6,8.0,8.1
8.074094803086155,6.104920997428205,6.8
13.452460799700166,7.665026133533223,7.917486933233389
9.2,7.0,7.4
93.28181160573344,8.213268701927914,8.313268701927914
27.3,8.1,8.1
13.326449439351247,7.1,7.179348318053739
22.9,7.8,8.1
37.58284860243496,7.162857799812695,7.448568800749218
14.7,7.5,7.8
12.740410074745856,7.480136691581952,7.660273383163904
44.1,7.9,8.2
7.046723166008462,6.953276833991538,7.4
16.210166946852436,7.340111297901623,7.310166946852434
8.517348007426596,7.382651992573405,7.6
79.88734020658931,8.008734020658931,8.236244673552976
8.950383361588678,6.949616638411322,7.2
12.8,7.4,7.8
12.594226618685042,7.331408872895014,7.8
3.101774713635739,5.504436784089348,6.39911264318213
16.224165876322612,7.349443917548408,7.324165876322612
2.052002722662878,6.452002722662878,6.882009529320072
17.99503127529306,7.0,7.114906174120822
13.4,7.62029363675749,7.9
20.2,7.5,7.7
14.302035328496613,7.595929343006777,7.402035328496612
19.2,7.5,7.8
18.1,7.7,8.0
7.21716202919438,6.534324058388761,7.44141898540281
9.8,7.117295818437741,7.6
18.3,7.7,8.0
18.192961692287568,7.607038307712431,7.9070383077124315
15.834774581955402,7.621741806014866,7.765225418044599
8.9,7.2,7.394386389658379
17.35581840596271,6.8,7.285272801987571
42.09021653197029,7.5902165319702934,7.945108265985147
11.524617167052725,6.586925750579089,6.986925750579088
29.038519844083712,8.0,8.353826718638762
75.19009739841856,7.8633657994728505,8.103818799849385
22.169445880223392,7.425927840297857,7.1870360798510715
10.406264670578414,6.981205988264759,7.281205988264759
18.1,7.7,8.0
13.87376587080866,7.189351193787012,7.426234129191341
11.9,7.5,7.895015797221706
12.5,7.390391333026038,7.528826000921888
7.672817057602519,6.663756076803359,6.945634115205038
30.7,7.634063919029031,7.8681278380580615
19.80070292038136,6.901405840762724,7.201405840762724
21.09427197489224,7.3,7.4942719748922375
4.312611851134245,6.567567110680547,6.990089480907396
20.91313494081449,7.413134940814491,7.6
176.2,8.7,9.2
6.969049223235116,6.484524611617558,6.815475388382442
18.1416181302591,7.7527939565803,8.0527939565803
3.29597921207035,5.998659737356784,6.30402078792965
22.9,8.115176293126371,8.243450862084249
9.2,7.0,7.408918981674593
5.7,6.1,6.49637123773865
10.672428014690444,7.3,7.672428014690444
22.9,7.9,8.1
81.8,8.2,8.3
55.932714951384554,8.387417326390556,8.587417326390556
20.837120709389,7.462879290611,7.537120709389
13.257111312113896,6.928445248455584,7.1
78.8,7.9,8.2
10.6,7.3,7.6
13.368723639119311,6.446914541321035,6.678190902201724
9.8,7.0,7.6
20.190699882711986,7.5,7.704650058644007
128.96484156744162,8.347879776079767,8.609849720099708
5.6,6.8,7.375202861013277
20.93459204475017,7.365407955249831,7.530815910499661
13.326075808438944,7.668481047890264,8.0
81.8,8.2,8.3
47.604932928161205,7.9,8.18271507784749
44.40528627627545,7.518392154655693,7.971035292793416
4.712714112286664,7.019734619551427,7.380265380448573
12.309664116745285,6.945167941627358,7.264496175117928
81.57440235829328,8.448804716586565,8.648804716586564
6.235359315715382,6.847145754287176,6.947145754287177
18.5,7.6,7.8
4.365573675064435,5.848360512596652,6.079507862725521
10.67877130155277,7.3,7.6787713015527705
43.975114910705656,7.837557455352827,8.075114910705654
21.79779245251804,7.2,7.350551886870491
6.097955084038175,6.810224579809121,7.704089831923649
74.04201397104806,7.601475550665872,8.08697904342789
24.845031145510223,7.845031145510223,7.735093436530669
3.414714420878873,6.138238140292957,6.942642789560563
8.86765262106647,6.06765262106647,6.4
13.061739748674638,6.907390376988041,7.238260251325361
18.9,7.3,7.6
19.319586293327035,7.806528764442345,8.106528764442345
19.445095366729582,7.254904633270418,7.554904633270418
20.5,7.29779648397025,7.4
13.455998392067377,7.672000803966311,7.816002411898934
23.60740704629066,6.758201006612952,6.832804026451806
1.4533041470525385,6.235536098035026,7.255579877456218
8.126498357769183,6.641877052788521,7.105126231673113
6.78195778869572,6.39097889434786,6.90902110565214
35.7,7.5,7.7
20.9,6.9,7.254518100827724
166.08676238975514,8.142386725795928,8.344375663959203
7.245745419660458,6.808509160679085,7.2914908393209155
165.4,7.9,7.9
21.009767731344013,7.454883865672006,7.6
14.683870048258585,7.8,8.1
40.64169706388704,8.332155884523019,8.586926474205029
37.176540635955725,7.230616254382288,7.3765406359557195
21.114273890605904,7.72854778121181,7.885684726514762
12.471808074495646,7.414095962752177,7.5422878882565305
132.24473559327507,7.932093957252708,8.165675165802167
11.635172864044407,7.2,7.7
14.4,6.2,6.7
10.6,7.3,7.6
9.446016226448844,7.146016226448844,7.607967547102312
20.350143257460847,7.349856742539155,7.624785113808733
166.6060011483292,8.325647464116187,8.68035368421301
20.4,7.5,7.8
31.077612814595696,7.988806407297847,8.277612814595695
21.6,7.2,7.4
10.697806181797352,7.3,7.697806181797353
25.4793989716368,7.717595886547202,7.8206010283632
36.75192084877972,7.3989023721258755,7.548627965157344
28.9,8.0,8.4
14.8,7.1,7.4
32.7,7.7,8.0
46.86573248034398,7.9,8.048314996426178
7.12623230409485,7.150821536063233,7.3
31.6,8.0,8.1
7.887374621720739,7.174749243441477,7.474749243441478
70.14459301376841,8.063851746557896,8.261740556476319
93.99996386826987,7.9,8.048485943385762
74.1,7.5,8.0
9.810672409160079,7.005336204580039,7.589327590839921
5.556018225837491,6.8,7.468054677512473
1.574489345100457,5.675072950699935,6.274781147900196
22.0,7.2,7.3
11.234245915565182,7.2,7.5894972770434554
24.71883038202514,7.71883038202514,7.3564911460754185
1.640564234826372,5.66563368073909,6.303098957782731
8.87175691013135,6.943513820262698,7.2
70.57483461501822,7.956291346245445,8.07350985592953
11.720165581177566,6.320165581177567,6.540331162355135
20.325613466416627,7.5,7.762806733208313
7.645169681923168,6.590339363846336,6.890339363846336
18.719214417145594,7.179476278097063,7.6
10.90934079719753,7.2186815943950595,7.6
19.867678352524763,7.888214431650157,8.1
7.019560927304451,6.5,6.839121854608903
8.918672329577305,6.362655340845392,6.643983011268087
9.709403610443426,7.090596389556573,7.690596389556574
19.79299870775747,7.20700129224253,7.435667097414177
18.648503623042117,7.048503623042117,7.148503623042116
35.48293250717502,7.5,7.7723558309416605
27.418644371319857,7.206295269434346,7.512590538868692
32.7,7.7,8.0
19.741247756223924,6.958752243776076,7.258752243776076
57.2,7.9,8.1
5.843942843024534,6.243942843024533,6.643942843024534
9.8,6.710479411935957,6.944760294032022
78.07483375049203,7.78843596161416,7.976871923228319
37.31584460744106,7.183396568658381,7.366413725366478
42.4,7.9,8.1
29.454759705346397,7.927379852673198,8.127379852673197
32.67943726819293,7.669155902289386,7.94859317048231
18.28311457933223,7.683114579332232,7.983114579332232
20.65211533115963,7.401410220773088,7.4507051103865445
17.719622525873806,6.9196225258738036,7.159811262936902
40.31669180089319,8.013353440714553,7.926706881429105
14.954522750097544,6.590892062573158,6.836369312475614
130.7,8.1,8.3
33.02815100297959,7.946113252234692,8.246113252234693
75.54235981088371,7.980786603627902,8.137367601036543
24.3,7.379155963429651,7.439577981714826
18.5,7.6,7.993551175420678
10.6,7.3,7.6
11.488235601184067,7.641178005920338,7.34705759526373
94.6370022287165,8.03013483395723,8.13013483395723
176.2,8.7,9.2
22.9,7.801158401058792,8.1
35.85439230505204,7.7058564067360455,7.854392305052034
32.7,7.7,8.0
13.282444335591782,6.645037109605478,7.1
19.06769888016138,7.867698880161379,8.1
4.9,6.200292184291834,6.800584368583667
78.8,7.9,8.2
20.368773196395885,7.331226803604117,7.596840205406174
43.63894793468552,7.8,8.0
