Year,Category,Film,Film_ID,Nominee,Winner,TMDb_ID,Popularity,Vote_Count,Vote_Average,Genres,Director,IMDb_Rating
1993,Best Actress,Six Degrees of Separation,tt0108149,Stockard Channing,FALSE,23210,20.539,326,6.425,"Comedy, Drama, Mystery",Fred Schepisi,6.8
1930,Best Actor,Skippy,tt0022397,Jackie Cooper,FALSE,84295,3.336,21,6,"Comedy, Drama, Family",Norman Taurog,6.3
1930,Best Director,Skippy,tt0022397,Norman Taurog,TRUE,84295,3.336,21,6,"Comedy, Drama, Family",Norman Taurog,6.3
1930,Best Picture,Skippy,tt0022397,Paramount Publix,FALSE,84295,3.336,21,6,"Comedy, Drama, Family",Norman Taurog,6.3
2012,Best Cinematography,Skyfall,tt1074638,Roger Deakins,FALSE,37724,42.36,15275,7.247,"Action, Adventure, Thriller",Sam Mendes,7.8
1993,Best Original Screenplay,Sleepless in Seattle,tt0108160,"Screenplay by Nora Ephron, David S. Ward, Jeff Arch; Story by Jeff Arch",FALSE,858,30.677,2362,6.736,"Comedy, Drama, Romance",Nora Ephron,6.8
1999,Best Cinematography,Sleepy Hollow,tt0162661,Emmanuel Lubezki,FALSE,2668,29.757,6834,7.2,"Fantasy, Horror, Mystery",Tim Burton,7.3
1972,Best Actor,Sleuth,tt0069281,Michael Caine,FALSE,993,10.973,619,7.7,"Mystery, Thriller",Joseph L. Mankiewicz,8
1972,Best Actor,Sleuth,tt0069281,Laurence Olivier,FALSE,993,10.973,619,7.7,"Mystery, Thriller",Joseph L. Mankiewicz,8
1972,Best Director,Sleuth,tt0069281,Joseph L. Mankiewicz,FALSE,993,10.973,619,7.7,"Mystery, Thriller",Joseph L. Mankiewicz,8
1996,Best Actor,Sling Blade,tt0117666,Billy Bob Thornton,FALSE,12498,13.746,786,7.527,Drama,Billy Bob Thornton,8
1996,Best Adapted Screenplay,Sling Blade,tt0117666,Billy Bob Thornton,TRUE,12498,13.746,786,7.527,Drama,Billy Bob Thornton,8
2008,Best Cinematography,Slumdog Millionaire,tt1010048,Anthony Dod Mantle,TRUE,12405,30.729,10632,7.7,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan",8
2008,Best Director,Slumdog Millionaire,tt1010048,Danny Boyle,TRUE,12405,30.729,10632,7.7,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan",8
2008,Best Picture,Slumdog Millionaire,tt1010048,"Christian Colson, Producer",TRUE,12405,30.729,10632,7.7,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan",8
2008,Best Adapted Screenplay,Slumdog Millionaire,tt1010048,Screenplay by Simon Beaufoy,TRUE,12405,30.729,10632,7.7,"Crime, Drama, Romance","Danny Boyle, Loveleen Tandan",8
1947,Best Actress,Smash-Up--The Story of a Woman,tt0039840,Susan Hayward,FALSE,48994,3.051,21,6,"Comedy, Crime, Drama",Stuart Heisler,6.3
1932,Best Picture,Smilin' Through,tt0023488,Metro-Goldwyn-Mayer,FALSE,84303,2.386,20,6,"Drama, Romance",Sidney Franklin,6.9
1999,Best Cinematography,Snow Falling on Cedars,tt0120834,Robert Richardson,FALSE,10219,8.706,138,6.036,"Drama, Mystery, Romance",Scott Hicks,6.7
1943,Best Supporting Actress,So Proudly We Hail!,tt0036367,Paulette Goddard,FALSE,150778,3.078,21,5.5,"Drama, Romance, War",Mark Sandrich,7.4
