Winner,Category,Genres,Director,Popularity
True,Best Supporting Actress,"Biography, Drama",Jim Sheridan,14.7
False,Best Director,"Biography, Drama",Jim Sheridan,14.7
False,Best Picture,"Biography, Drama",Jim Sheridan,14.7
False,Best Adapted Screenplay,"Biography, Drama",Jim Sheridan,14.7
False,Best Director,"Drama, Comedy",Lasse Hallström,15.5
False,Best Adapted Screenplay,"Drama, Comedy",Lasse Hallström,15.5
False,Best Actor,"Comedy, Drama, Romance",Gregory La Cava,7.1
False,Best Supporting Actor,"Comedy, Drama, Romance",Gregory La Cava,7.1
False,Best Actress,"Comedy, Drama, Romance",Gregory La Cava,7.1
False,Best Supporting Actress,"Comedy, Drama, Romance",Gregory La Cava,7.1
False,Best Director,"Comedy, Drama, Romance",Gregory La Cava,7.1
False,Best Actress,Comedy,Alexander Hall,2.7
False,Best Supporting Actor,"Biography, Drama",Simon Curtis,10.6
False,Best Actress,"Biography, Drama",Simon Curtis,10.6
True,Best Actor,"Crime, Drama, Mystery",Clint Eastwood,29.1
True,Best Supporting Actor,"Crime, Drama, Mystery",Clint Eastwood,29.1
False,Best Supporting Actress,"Crime, Drama, Mystery",Clint Eastwood,29.1
False,Best Director,"Crime, Drama, Mystery",Clint Eastwood,29.1
False,Best Picture,"Crime, Drama, Mystery",Clint Eastwood,29.1
False,Best Adapted Screenplay,"Crime, Drama, Mystery",Clint Eastwood,29.1
False,Best Supporting Actress,"Comedy, Drama, Music",Robert Altman,9.9
False,Best Supporting Actress,"Comedy, Drama, Music",Robert Altman,9.9
False,Best Director,"Comedy, Drama, Music",Robert Altman,9.9
False,Best Picture,"Comedy, Drama, Music",Robert Altman,9.9
True,Best Supporting Actress,"Drama, Family, Sport",Clarence Brown,7.2
False,Best Cinematography,"Drama, Family, Sport",Clarence Brown,7.2
False,Best Director,"Drama, Family, Sport",Clarence Brown,7.2
False,Best Picture,"Drama, Musical, Romance","Robert Z. Leonard, W.S. Van Dyke",3.9
False,Best Cinematography,Drama,Norman Foster,0.3
False,Best Actor,Drama,Alexander Payne,14.7
False,Best Supporting Actress,Drama,Alexander Payne,14.7
False,Best Cinematography,Drama,Alexander Payne,14.7
False,Best Director,Drama,Alexander Payne,14.7
False,Best Picture,Drama,Alexander Payne,14.7
False,Best Original Screenplay,Drama,Alexander Payne,14.7
False,Best Actress,Drama,Michael Apted,11.4
True,Best Actor,"Drama, Satire",Sidney Lumet,18.0
False,Best Actor,"Drama, Satire",Sidney Lumet,18.0
False,Best Supporting Actor,"Drama, Satire",Sidney Lumet,18.0
True,Best Actress,"Drama, Satire",Sidney Lumet,18.0
True,Best Supporting Actress,"Drama, Satire",Sidney Lumet,18.0
False,Best Cinematography,"Drama, Satire",Sidney Lumet,18.0
False,Best Director,"Drama, Satire",Sidney Lumet,18.0
False,Best Picture,"Drama, Satire",Sidney Lumet,18.0
True,Best Original Screenplay,"Drama, Satire",Sidney Lumet,18.0
False,Best Cinematography,"Biography, Drama, Romance",Florian Henckel von Donnersmarck,11.5
False,Best Actress,"Comedy, Drama",Jules Dassin,6.4
False,Best Director,"Comedy, Drama",Jules Dassin,6.4
False,Best Original Screenplay,"Comedy, Drama",Jules Dassin,6.4
False,Best Cinematography,"Action, Adventure, Drama",Paul Greengrass,17.3
False,Best Actress,"Biography, Drama, History",Franklin J. Schaffner,9.6
False,Best Cinematography,"Biography, Drama, History",Franklin J. Schaffner,9.6
False,Best Picture,"Biography, Drama, History",Franklin J. Schaffner,9.6
False,Best Picture,Drama,RaMell Ross,46.9
False,Best Adapted Screenplay,Drama,RaMell Ross,46.9
False,Best Actor,"Drama, Mystery, Thriller",Richard Thorpe,2.5
False,Best Supporting Actress,"Drama, Mystery, Thriller",Richard Thorpe,2.5
False,Best Original Screenplay,"Crime, Drama, Thriller",Dan Gilroy,54.3
False,Best Cinematography,"Crime, Drama, Thriller",Guillermo del Toro,22.9
False,Best Picture,"Crime, Drama, Thriller",Guillermo del Toro,22.9
False,Best Supporting Actress,"Drama, Musical, Romance",Rob Marshall,11.1
False,Best Actress,"Comedy, Romance",Ernst Lubitsch,13.7
False,Best Picture,"Comedy, Romance",Ernst Lubitsch,13.7
False,Best Actor,"Biography, Drama, History",Oliver Stone,10.5
False,Best Supporting Actress,"Biography, Drama, History",Oliver Stone,10.5
False,Best Original Screenplay,"Biography, Drama, History",Oliver Stone,10.5
True,Best Supporting Actor,"Crime, Drama, Thriller","Ethan Coen, Joel Coen",78.8
False,Best Cinematography,"Crime, Drama, Thriller","Ethan Coen, Joel Coen",78.8
True,Best Director,"Crime, Drama, Thriller","Ethan Coen, Joel Coen",78.8
True,Best Picture,"Crime, Drama, Thriller","Ethan Coen, Joel Coen",78.8
True,Best Adapted Screenplay,"Crime, Drama, Thriller","Ethan Coen, Joel Coen",78.8
False,Best Actor,"Comedy, Drama",Robert Benton,13.2
False,Best Adapted Screenplay,"Comedy, Drama",Robert Benton,13.2
False,Best Supporting Actor,"Drama, Thriller",Tom Ford,38.2
True,Best Actress,Drama,Chloé Zhao,18.8
False,Best Cinematography,Drama,Chloé Zhao,18.8
True,Best Director,Drama,Chloé Zhao,18.8
True,Best Picture,Drama,Chloé Zhao,18.8
False,Best Adapted Screenplay,Drama,Chloé Zhao,18.8
False,Best Actor,"Drama, Romance",Clifford Odets,4.7
True,Best Supporting Actress,"Drama, Romance",Clifford Odets,4.7
True,Best Actress,"Drama, Romance, Biography",Martin Ritt,6.5
False,Best Picture,"Drama, Romance, Biography",Martin Ritt,6.5
False,Best Adapted Screenplay,"Drama, Romance, Biography",Martin Ritt,6.5
False,Best Original Screenplay,"Adventure, Mystery, Thriller",Alfred Hitchcock,21.2
False,Best Actress,Drama,Niki Caro,16.7
False,Best Supporting Actress,Drama,Niki Caro,16.7
False,Best Cinematography,"Drama, Romance, Western",Cecil B. DeMille,5.7
False,Best Cinematography,"Adventure, Drama, History","King Vidor, Jack Conway, W.S. Van Dyke",7.4
False,Best Cinematography,"Fantasy, Horror, Mystery",Robert Eggers,1515.7
False,Best Actress,"Crime, Drama, Romance",Richard Eyre,19.3
False,Best Supporting Actress,"Crime, Drama, Romance",Richard Eyre,19.3
False,Best Adapted Screenplay,"Crime, Drama, Romance",Richard Eyre,19.3
False,Best Supporting Actor,"Drama, Film-Noir, Romance",Alfred Hitchcock,17.5
False,Best Original Screenplay,"Drama, Film-Noir, Romance",Alfred Hitchcock,17.5
False,Best Actress,"Drama, Romance",Irving Rapper,11.2
False,Best Supporting Actress,"Drama, Romance",Irving Rapper,11.2
False,Best Actress,"Biography, Drama, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi",13.0
False,Best Supporting Actress,"Biography, Drama, Sport","Jimmy Chin, Elizabeth Chai Vasarhelyi",13.0
False,Best Cinematography,"Comedy, Crime, Drama","Joel Coen, Ethan Coen",19.5
False,Best Adapted Screenplay,"Comedy, Crime, Drama","Joel Coen, Ethan Coen",19.5
False,Best Actress,"Drama, Film-Noir, Romance",John Cromwell,6.1
False,Best Supporting Actress,"Drama, Western",Clarence Brown,2.6
False,Best Cinematography,"Adventure, Drama",Lewis Milestone,6.3
False,Best Picture,"Adventure, Drama",Lewis Milestone,6.3
False,Best Cinematography,"Drama, Musical, Romance",Fred Zinnemann,11.4
False,Best Actor,"Drama, Family, Musical",Carol Reed,17.3
False,Best Supporting Actor,"Drama, Family, Musical",Carol Reed,17.3
False,Best Cinematography,"Drama, Family, Musical",Carol Reed,17.3
True,Best Director,"Drama, Family, Musical",Carol Reed,17.3
True,Best Picture,"Drama, Family, Musical",Carol Reed,17.3
True,Best Actor,Drama,Mark Rydell,10.9
True,Best Actress,Drama,Mark Rydell,10.9
False,Best Supporting Actress,Drama,Mark Rydell,10.9
False,Best Cinematography,Drama,Mark Rydell,10.9
False,Best Director,Drama,Mark Rydell,10.9
False,Best Picture,Drama,Mark Rydell,10.9
True,Best Adapted Screenplay,Drama,Mark Rydell,10.9
True,Best Actor,"Crime, Drama, Thriller",Elia Kazan,22.9
False,Best Supporting Actor,"Crime, Drama, Thriller",Elia Kazan,22.9
False,Best Supporting Actor,"Crime, Drama, Thriller",Elia Kazan,22.9
False,Best Supporting Actor,"Crime, Drama, Thriller",Elia Kazan,22.9
True,Best Supporting Actress,"Crime, Drama, Thriller",Elia Kazan,22.9
True,Best Cinematography,"Crime, Drama, Thriller",Elia Kazan,22.9
True,Best Director,"Crime, Drama, Thriller",Elia Kazan,22.9
True,Best Picture,"Crime, Drama, Thriller",Elia Kazan,22.9
False,Best Actor,"Comedy, Drama",Quentin Tarantino,63.7
True,Best Supporting Actor,"Comedy, Drama",Quentin Tarantino,63.7
False,Best Cinematography,"Comedy, Drama",Quentin Tarantino,63.7
False,Best Director,"Comedy, Drama",Quentin Tarantino,63.7
False,Best Picture,"Comedy, Drama",Quentin Tarantino,63.7
False,Best Original Screenplay,"Comedy, Drama",Quentin Tarantino,63.7
True,Best Actor,"Drama, Psychological",Milos Forman,40.8
False,Best Supporting Actor,"Drama, Psychological",Milos Forman,40.8
True,Best Actress,"Drama, Psychological",Milos Forman,40.8
False,Best Cinematography,"Drama, Psychological",Milos Forman,40.8
True,Best Director,"Drama, Psychological",Milos Forman,40.8
True,Best Picture,"Drama, Psychological",Milos Forman,40.8
True,Best Adapted Screenplay,"Drama, Psychological",Milos Forman,40.8
False,Best Picture,"Comedy, Musical, Romance","George Cukor, Ernst Lubitsch",4.2
False,Best Picture,"Comedy, Drama, Music",Henry Koster,1.4
False,Best Supporting Actor,Drama,Regina King,14.1
False,Best Adapted Screenplay,Drama,Regina King,14.1
False,Best Actress,"Comedy, Music, Romance",Victor Schertzinger,4.2
False,Best Director,"Comedy, Music, Romance",Victor Schertzinger,4.2
False,Best Picture,"Comedy, Music, Romance",Victor Schertzinger,4.2
False,Best Original Screenplay,"Action, Adventure, Drama","Michael Powell, Emeric Pressburger",3.8
False,Best Original Screenplay,Drama,Larry Peerce,1.0
False,Best Actress,Drama,Carl Franklin,12.7
False,Best Cinematography,"Drama, Western",Marlon Brando,13.1
False,Best Cinematography,"Comedy, Romance, Satire",Billy Wilder,14.9
False,Best Cinematography,"Adventure, Drama, Romance",Howard Hawks,7.9
False,Best Supporting Actor,"Comedy, Drama",Glenn Jordan,2.4
False,Best Actress,"Comedy, Drama",Glenn Jordan,2.4
False,Best Supporting Actress,"Comedy, Drama",Glenn Jordan,2.4
False,Best Original Screenplay,"Action, Comedy, Romance",Blake Edwards,11.2
False,Best Cinematography,"Drama, History, Musical",Richard Boleslawski,3.9
True,Best Actor,"Biography, Drama, History",Christopher Nolan,130.7
True,Best Supporting Actor,"Biography, Drama, History",Christopher Nolan,130.7
False,Best Supporting Actress,"Biography, Drama, History",Christopher Nolan,130.7
True,Best Cinematography,"Biography, Drama, History",Christopher Nolan,130.7
True,Best Director,"Biography, Drama, History",Christopher Nolan,130.7
True,Best Picture,"Biography, Drama, History",Christopher Nolan,130.7
False,Best Adapted Screenplay,"Biography, Drama, History",Christopher Nolan,130.7
False,Best Actor,"Drama, History, War",Stuart Burge,2.6
False,Best Supporting Actor,"Drama, History, War",Stuart Burge,2.6
False,Best Supporting Actress,"Drama, History, War",Stuart Burge,2.6
False,Best Supporting Actress,"Drama, History, War",Stuart Burge,2.6
False,Best Cinematography,Drama,Harry Beaumont,2.6
False,Best Actress,"Drama, Family, Romance",Sam Wood,3.6
False,Best Picture,"Drama, Family, Romance",Sam Wood,3.6
False,Best Supporting Actor,"Biography, Drama, Romance",Sydney Pollack,16.0
False,Best Actress,"Biography, Drama, Romance",Sydney Pollack,16.0
True,Best Cinematography,"Biography, Drama, Romance",Sydney Pollack,16.0
True,Best Director,"Biography, Drama, Romance",Sydney Pollack,16.0
True,Best Picture,"Biography, Drama, Romance",Sydney Pollack,16.0
True,Best Adapted Screenplay,"Biography, Drama, Romance",Sydney Pollack,16.0
False,Best Adapted Screenplay,"Comedy, Crime, Drama",Steven Soderbergh,16.3
False,Best Actor,Drama,Pedro Almodóvar,13.7
True,Best Cinematography,"Drama, Fantasy, War",Guillermo del Toro,62.8
False,Best Original Screenplay,"Drama, Fantasy, War",Guillermo del Toro,62.8
False,Best Supporting Actress,"Comedy, Crime, Drama",Peter Bogdanovich,10.9
True,Best Supporting Actress,"Comedy, Crime, Drama",Peter Bogdanovich,10.9
False,Best Actress,Drama,Pedro Almodóvar,26.2
True,Best Director,"Drama, Thriller",Bong Joon Ho,109.9
True,Best Picture,"Drama, Thriller",Bong Joon Ho,109.9
True,Best Original Screenplay,"Drama, Thriller",Bong Joon Ho,109.9
False,Best Supporting Actress,"Comedy, Drama",Ron Howard,12.5
False,Best Actress,Drama,John Sayles,4.9
False,Best Original Screenplay,Drama,John Sayles,4.9
False,Best Picture,"Drama, Romance",Celine Song,41.3
False,Best Original Screenplay,"Drama, Romance",Celine Song,41.3
True,Best Actor,"Biography, Drama, War",Franklin J. Schaffner,13.7
False,Best Cinematography,"Biography, Drama, War",Franklin J. Schaffner,13.7
True,Best Director,"Biography, Drama, War",Franklin J. Schaffner,13.7
True,Best Picture,"Biography, Drama, War",Franklin J. Schaffner,13.7
False,Best Actress,"Comedy, Drama, Fantasy",Francis Ford Coppola,8.8
False,Best Cinematography,"Comedy, Drama, Fantasy",Francis Ford Coppola,8.8
False,Best Actor,Drama,Bille August,8.6
False,Best Adapted Screenplay,"Drama, Musical, Romance",Herbert Ross,5.4
False,Best Actor,"Drama, Romance",George Stevens,6.9
False,Best Cinematography,"Comedy, Musical, Romance",George Sidney,4.9
False,Best Supporting Actress,"Comedy, Drama, Romance",Martin Ritt,2.6
False,Best Supporting Actress,"Crime, Drama, Music",Jack Webb,2.6
False,Best Supporting Actor,Drama,Mark Robson,8.1
False,Best Supporting Actor,Drama,Mark Robson,8.1
False,Best Actress,Drama,Mark Robson,8.1
False,Best Supporting Actress,Drama,Mark Robson,8.1
False,Best Supporting Actress,Drama,Mark Robson,8.1
False,Best Cinematography,Drama,Mark Robson,8.1
False,Best Director,Drama,Mark Robson,8.1
False,Best Picture,Drama,Mark Robson,8.1
True,Best Cinematography,"Drama, Horror, Music",Arthur Lubin,9.0
False,Best Actor,"Drama, Romance",Paul Thomas Anderson,21.5
False,Best Supporting Actress,"Drama, Romance",Paul Thomas Anderson,21.5
False,Best Director,"Drama, Romance",Paul Thomas Anderson,21.5
False,Best Picture,"Drama, Romance",Paul Thomas Anderson,21.5
True,Best Actor,Drama,Jonathan Demme,23.1
False,Best Original Screenplay,Drama,Jonathan Demme,23.1
False,Best Actress,"Biography, Comedy, Drama",Stephen Frears,13.4
False,Best Picture,"Biography, Comedy, Drama",Stephen Frears,13.4
False,Best Adapted Screenplay,"Biography, Comedy, Drama",Stephen Frears,13.4
False,Best Supporting Actress,"Crime, Drama, Film-Noir",Samuel Fuller,9.1
False,Best Actress,Drama,Kornél Mundruczó,18.3
False,Best Supporting Actress,"Comedy, Drama",Peter Hedges,7.3
False,Best Supporting Actor,"Comedy, Musical, Sport",David Butler,2.2
False,Best Actress,"Comedy, Romance",Michael Gordon,14.3
False,Best Supporting Actress,"Comedy, Romance",Michael Gordon,14.3
True,Best Original Screenplay,"Comedy, Romance",Michael Gordon,14.3
False,Best Actress,Drama,"Elia Kazan, John Ford",5.3
False,Best Supporting Actress,Drama,"Elia Kazan, John Ford",5.3
False,Best Supporting Actress,Drama,"Elia Kazan, John Ford",5.3
False,Best Actor,"Action, Adventure, Fantasy",Gore Verbinski,147.7
False,Best Supporting Actor,Drama,Robert Benton,8.9
True,Best Actress,Drama,Robert Benton,8.9
False,Best Supporting Actress,Drama,Robert Benton,8.9
False,Best Director,Drama,Robert Benton,8.9
False,Best Picture,Drama,Robert Benton,8.9
True,Best Original Screenplay,Drama,Robert Benton,8.9
False,Best Supporting Actor,"Drama, War",Oliver Stone,44.5
False,Best Supporting Actor,"Drama, War",Oliver Stone,44.5
False,Best Cinematography,"Drama, War",Oliver Stone,44.5
True,Best Director,"Drama, War",Oliver Stone,44.5
True,Best Picture,"Drama, War",Oliver Stone,44.5
False,Best Original Screenplay,"Drama, War",Oliver Stone,44.5
False,Best Supporting Actor,"Comedy, Drama, Romance",Frank Capra,11.2
False,Best Actor,"Biography, Drama",Ed Harris,9.4
True,Best Supporting Actress,"Biography, Drama",Ed Harris,9.4
False,Best Supporting Actor,"Comedy, Drama, Romance",Yorgos Lanthimos,77.5
True,Best Actress,"Comedy, Drama, Romance",Yorgos Lanthimos,77.5
False,Best Cinematography,"Comedy, Drama, Romance",Yorgos Lanthimos,77.5
False,Best Director,"Comedy, Drama, Romance",Yorgos Lanthimos,77.5
False,Best Picture,"Comedy, Drama, Romance",Yorgos Lanthimos,77.5
False,Best Adapted Screenplay,"Comedy, Drama, Romance",Yorgos Lanthimos,77.5
False,Best Cinematography,"Drama, Musical, Romance",Otto Preminger,3.7
False,Best Cinematography,"Drama, Fantasy, Mystery",William Dieterle,7.4
False,Best Actress,"Crime, Drama, Film-Noir",Curtis Bernhardt,6.6
False,Best Actress,"Comedy, Drama",Mike Nichols,8.6
False,Best Actress,Drama,Lee Daniels,21.0
True,Best Supporting Actress,Drama,Lee Daniels,21.0
False,Best Director,Drama,Lee Daniels,21.0
False,Best Picture,Drama,Lee Daniels,21.0
True,Best Adapted Screenplay,Drama,Lee Daniels,21.0
False,Best Actress,"Comedy, Romance",Garry Marshall,68.5
False,Best Actress,"Drama, Romance",Joe Wright,77.8
False,Best Supporting Actor,"Crime, Drama, Mystery",Gregory Hoblit,23.1
False,Best Supporting Actress,"Comedy, Drama",Mike Nichols,10.6
False,Best Adapted Screenplay,"Comedy, Drama",Mike Nichols,10.6
False,Best Supporting Actress,"Drama, Mystery, Romance",Gregory La Cava,4.0
False,Best Cinematography,"Adventure, Drama, Romance",Henry King,3.4
False,Best Adapted Screenplay,"Crime, Drama",Sidney Lumet,8.8
True,Best Original Screenplay,"Comedy, Romance",Norman Krasna,2.0
False,Best Cinematography,"Crime, Drama, Mystery",Denis Villeneuve,85.5
False,Best Actress,"Comedy, War",Howard Zieff,10.8
False,Best Supporting Actress,"Comedy, War",Howard Zieff,10.8
False,Best Original Screenplay,"Comedy, War",Howard Zieff,10.8
False,Best Actress,Drama,Gregory La Cava,1.5
False,Best Actor,"Comedy, Crime, Drama",John Huston,8.9
False,Best Supporting Actor,"Comedy, Crime, Drama",John Huston,8.9
True,Best Supporting Actress,"Comedy, Crime, Drama",John Huston,8.9
False,Best Director,"Comedy, Crime, Drama",John Huston,8.9
False,Best Picture,"Comedy, Crime, Drama",John Huston,8.9
False,Best Adapted Screenplay,"Comedy, Crime, Drama",John Huston,8.9
False,Best Actress,"Crime, Drama, Mystery",Emerald Fennell,24.3
False,Best Director,"Crime, Drama, Mystery",Emerald Fennell,24.3
False,Best Picture,"Crime, Drama, Mystery",Emerald Fennell,24.3
True,Best Original Screenplay,"Crime, Drama, Mystery",Emerald Fennell,24.3
False,Best Supporting Actress,"Horror, Mystery, Thriller",Alfred Hitchcock,45.7
False,Best Cinematography,"Horror, Mystery, Thriller",Alfred Hitchcock,45.7
False,Best Director,"Horror, Mystery, Thriller",Alfred Hitchcock,45.7
False,Best Actor,"Crime, Drama",Quentin Tarantino,120.3
False,Best Supporting Actor,"Crime, Drama",Quentin Tarantino,120.3
False,Best Supporting Actress,"Crime, Drama",Quentin Tarantino,120.3
False,Best Director,"Crime, Drama",Quentin Tarantino,120.3
False,Best Picture,"Crime, Drama",Quentin Tarantino,120.3
True,Best Original Screenplay,"Crime, Drama",Quentin Tarantino,120.3
False,Best Actor,"Comedy, Drama, Romance","Anthony Asquith, Leslie Howard",7.4
False,Best Actress,"Comedy, Drama, Romance","Anthony Asquith, Leslie Howard",7.4
False,Best Picture,"Comedy, Drama, Romance","Anthony Asquith, Leslie Howard",7.4
False,Best Cinematography,Drama,Ranald MacDougall,5.3
False,Best Actor,"Biography, Drama",Philip Kaufman,15.4
False,Best Supporting Actor,"Biography, Drama, History",Robert Redford,12.4
False,Best Director,"Biography, Drama, History",Robert Redford,12.4
False,Best Picture,"Biography, Drama, History",Robert Redford,12.4
False,Best Adapted Screenplay,"Biography, Drama, History",Robert Redford,12.4
False,Best Supporting Actor,"Biography, Drama, Romance","Mervyn LeRoy, Anthony Mann",15.6
False,Best Supporting Actor,"Biography, Drama, Romance","Mervyn LeRoy, Anthony Mann",15.6
False,Best Cinematography,"Biography, Drama, Romance","Mervyn LeRoy, Anthony Mann",15.6
False,Best Picture,"Biography, Drama, Romance","Mervyn LeRoy, Anthony Mann",15.6
False,Best Actress,Drama,John Cameron Mitchell,11.2
False,Best Actress,"Drama, Romance",Jonathan Demme,9.1
False,Best Actress,"Drama, Romance",Paul Newman,5.6
False,Best Supporting Actress,"Drama, Romance",Paul Newman,5.6
False,Best Picture,"Drama, Romance",Paul Newman,5.6
False,Best Original Screenplay,Comedy,Woody Allen,8.9
False,Best Supporting Actor,Drama,Milos Forman,8.7
False,Best Supporting Actress,Drama,Milos Forman,8.7
False,Best Cinematography,Drama,Milos Forman,8.7
False,Best Adapted Screenplay,Drama,Milos Forman,8.7
False,Best Cinematography,"Action, Adventure",Steven Spielberg,1520.3
False,Best Director,"Action, Adventure",Steven Spielberg,1520.3
False,Best Picture,"Action, Adventure",Steven Spielberg,1520.3
True,Best Actor,Drama,Barry Levinson,29.2
False,Best Cinematography,Drama,Barry Levinson,29.2
True,Best Director,Drama,Barry Levinson,29.2
True,Best Picture,Drama,Barry Levinson,29.2
True,Best Original Screenplay,Drama,Barry Levinson,29.2
False,Best Actress,"Drama, Romance, Western",Edward Dmytryk,5.1
False,Best Actress,Drama,Martha Coolidge,6.4
False,Best Supporting Actress,Drama,Martha Coolidge,6.4
False,Best Cinematography,"Action, Drama, War",Akira Kurosawa,24.7
False,Best Director,"Action, Drama, War",Akira Kurosawa,24.7
False,Best Actor,"Drama, Romance",Mervyn LeRoy,9.3
False,Best Supporting Actress,"Drama, Romance",Mervyn LeRoy,9.3
False,Best Director,"Drama, Romance",Mervyn LeRoy,9.3
False,Best Original Screenplay,"Animation, Adventure, Comedy","Brad Bird, Jan Pinkava",143.8
True,Best Actor,"Biography, Drama, Music",Taylor Hackford,18.5
False,Best Director,"Biography, Drama, Music",Taylor Hackford,18.5
False,Best Picture,"Biography, Drama, Music",Taylor Hackford,18.5
False,Best Cinematography,"Action, Adventure, Drama",Cecil B. DeMille,8.1
False,Best Cinematography,"Drama, Mystery, Thriller",Alfred Hitchcock,31.2
False,Best Director,"Drama, Mystery, Thriller",Alfred Hitchcock,31.2
False,Best Actor,"Drama, Mystery, Romance",Alfred Hitchcock,21.2
False,Best Actress,"Drama, Mystery, Romance",Alfred Hitchcock,21.2
False,Best Supporting Actress,"Drama, Mystery, Romance",Alfred Hitchcock,21.2
True,Best Cinematography,"Drama, Mystery, Romance",Alfred Hitchcock,21.2
False,Best Director,"Drama, Mystery, Romance",Alfred Hitchcock,21.2
True,Best Picture,"Drama, Mystery, Romance",Alfred Hitchcock,21.2
False,Best Cinematography,"Drama, Mystery, Romance",Krzysztof Kieslowski,24.0
False,Best Director,"Drama, Mystery, Romance",Krzysztof Kieslowski,24.0
False,Best Original Screenplay,"Drama, Mystery, Romance",Krzysztof Kieslowski,24.0
False,Best Actor,"Biography, Drama, History",Warren Beatty,13.0
False,Best Supporting Actor,"Biography, Drama, History",Warren Beatty,13.0
False,Best Actress,"Biography, Drama, History",Warren Beatty,13.0
True,Best Supporting Actress,"Biography, Drama, History",Warren Beatty,13.0
True,Best Cinematography,"Biography, Drama, History",Warren Beatty,13.0
True,Best Director,"Biography, Drama, History",Warren Beatty,13.0
False,Best Picture,"Biography, Drama, History",Warren Beatty,13.0
False,Best Original Screenplay,"Biography, Drama, History",Warren Beatty,13.0
False,Best Actress,Drama,Darren Aronofsky,19.7
False,Best Actress,"Drama, Fantasy",Daniel Petrie,3.3
False,Best Supporting Actress,"Drama, Fantasy",Daniel Petrie,3.3
False,Best Actor,"Comedy, Drama, Romance",Robert Ellis Miller,1.1
False,Best Adapted Screenplay,"Comedy, Drama, Romance",Robert Ellis Miller,1.1
False,Best Cinematography,"Drama, Romance",Sidney Franklin,1.9
True,Best Actor,"Biography, Drama, Mystery",Barbet Schroeder,12.7
False,Best Director,"Biography, Drama, Mystery",Barbet Schroeder,12.7
False,Best Adapted Screenplay,"Biography, Drama, Mystery",Barbet Schroeder,12.7
False,Best Supporting Actor,"Drama, Romance",Sam Mendes,34.2
False,Best Actor,"Biography, Drama, History",Laurence Olivier,7.2
False,Best Supporting Actress,"Biography, Crime, Drama",Clint Eastwood,17.7
False,Best Supporting Actor,"Drama, Film-Noir, Mystery",Robert Montgomery,5.2
False,Best Original Screenplay,"Adventure, Comedy, Family",David Butler,4.3
False,Best Supporting Actor,"Crime, Drama, Thriller",Sam Mendes,20.3
True,Best Cinematography,"Crime, Drama, Thriller",Sam Mendes,20.3
False,Best Original Screenplay,"Adventure, Comedy, Family",Hal Walker,4.5
False,Best Supporting Actor,"Adventure, Biography, Drama",Michael Caton-Jones,13.7
False,Best Actor,"Drama, Sport",John G. Avildsen,51.3
False,Best Supporting Actor,"Drama, Sport",John G. Avildsen,51.3
False,Best Supporting Actor,"Drama, Sport",John G. Avildsen,51.3
False,Best Actress,"Drama, Sport",John G. Avildsen,51.3
True,Best Director,"Drama, Sport",John G. Avildsen,51.3
True,Best Picture,"Drama, Sport",John G. Avildsen,51.3
False,Best Original Screenplay,"Drama, Sport",John G. Avildsen,51.3
False,Best Cinematography,"Crime, Drama, Film-Noir",Roy Rowland,3.6
False,Best Actress,Drama,Alfonso Cuarón,15.9
False,Best Supporting Actress,Drama,Alfonso Cuarón,15.9
True,Best Cinematography,Drama,Alfonso Cuarón,15.9
True,Best Director,Drama,Alfonso Cuarón,15.9
False,Best Picture,Drama,Alfonso Cuarón,15.9
False,Best Original Screenplay,Drama,Alfonso Cuarón,15.9
False,Best Supporting Actor,"Comedy, Drama, Romance",William Wyler,26.8
True,Best Actress,"Comedy, Drama, Romance",William Wyler,26.8
False,Best Cinematography,"Comedy, Drama, Romance",William Wyler,26.8
False,Best Director,"Comedy, Drama, Romance",William Wyler,26.8
False,Best Picture,"Comedy, Drama, Romance",William Wyler,26.8
False,Best Actor,"Crime, Drama, Thriller",Dan Gilroy,18.4
False,Best Actress,"Drama, Romance",Clarence Brown,2.9
False,Best Director,"Drama, Romance",Clarence Brown,2.9
False,Best Supporting Actor,"Drama, Romance",George Cukor,6.9
False,Best Actress,"Drama, Romance",George Cukor,6.9
False,Best Picture,"Drama, Romance",George Cukor,6.9
True,Best Cinematography,"Drama, Romance",Franco Zeffirelli,20.9
False,Best Director,"Drama, Romance",Franco Zeffirelli,20.9
False,Best Picture,"Drama, Romance",Franco Zeffirelli,20.9
True,Best Actress,"Drama, Thriller",Lenny Abrahamson,19.7
False,Best Director,"Drama, Thriller",Lenny Abrahamson,19.7
False,Best Picture,"Drama, Thriller",Lenny Abrahamson,19.7
False,Best Adapted Screenplay,"Drama, Thriller",Lenny Abrahamson,19.7
False,Best Actor,"Drama, Romance",Jack Clayton,5.6
True,Best Actress,"Drama, Romance",Jack Clayton,5.6
False,Best Supporting Actress,"Drama, Romance",Jack Clayton,5.6
False,Best Director,"Drama, Romance",Jack Clayton,5.6
False,Best Picture,"Drama, Romance",Jack Clayton,5.6
True,Best Supporting Actress,"Drama, Horror, Mystery",Roman Polanski,27.7
False,Best Picture,"Comedy, Mystery, Romance",Leo McCarey,5.4
False,Best Actor,"Action, Adventure, Drama",Andrey Konchalovskiy,16.8
False,Best Supporting Actor,"Action, Adventure, Drama",Andrey Konchalovskiy,16.8
False,Best Supporting Actor,"Crime, Drama, Music",Sidney Lumet,11.0
False,Best Original Screenplay,"Crime, Drama, Music",Sidney Lumet,11.0
