Winner,Category,Genres,Director,Popularity
True,Best Director,"Comedy, Musical, Romance",Vincente Minnelli,14.4
True,Best Picture,"Comedy, Musical, Romance",Vincente Minnelli,14.4
False,Best Cinematography,"Biography, Drama, Romance",Peter Webber,15.3
True,Best Supporting Actress,"Biography, Drama",James Mangold,28.2
False,Best Actor,"Biography, Drama",Steve Binder,0.6
True,Best Actor,"Action, Adventure, Drama",Ridley Scott,148.8
False,Best Supporting Actor,"Action, Adventure, Drama",Ridley Scott,148.8
False,Best Cinematography,"Action, Adventure, Drama",Ridley Scott,148.8
False,Best Director,"Action, Adventure, Drama",Ridley Scott,148.8
True,Best Picture,"Action, Adventure, Drama",Ridley Scott,148.8
False,Best Original Screenplay,"Action, Adventure, Drama",Ridley Scott,148.8
False,Best Adapted Screenplay,"Comedy, Crime, Drama",Rian Johnson,47.0
False,Best Supporting Actor,"Crime, Drama, Mystery",James Foley,17.1
False,Best Actress,"Crime, Drama, Thriller",John Cassavetes,9.8
True,Best Supporting Actor,"Biography, Drama, History",Edward Zwick,20.0
True,Best Cinematography,"Biography, Drama, History",Edward Zwick,20.0
False,Best Actor,"Biography, Drama",Bill Condon,7.8
False,Best Supporting Actress,"Biography, Drama",Bill Condon,7.8
True,Best Adapted Screenplay,"Biography, Drama",Bill Condon,7.8
True,Best Actor,"Comedy, Drama, Music",Leo McCarey,7.7
False,Best Actor,"Comedy, Drama, Music",Leo McCarey,7.7
True,Best Supporting Actor,"Comedy, Drama, Music",Leo McCarey,7.7
False,Best Cinematography,"Comedy, Drama, Music",Leo McCarey,7.7
True,Best Director,"Comedy, Drama, Music",Leo McCarey,7.7
True,Best Picture,"Comedy, Drama, Music",Leo McCarey,7.7
False,Best Supporting Actress,"Crime, Drama, Mystery",Ben Affleck,26.8
False,Best Actress,"Drama, Mystery, Thriller",David Fincher,108.3
False,Best Actor,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
True,Best Actress,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
False,Best Supporting Actress,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
True,Best Supporting Actress,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
True,Best Cinematography,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
True,Best Director,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
True,Best Picture,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood",44.1
True,Best Supporting Actor,"Biography, Crime, Drama",Martin Scorsese,81.6
False,Best Supporting Actress,"Biography, Crime, Drama",Martin Scorsese,81.6
False,Best Director,"Biography, Crime, Drama",Martin Scorsese,81.6
False,Best Picture,"Biography, Crime, Drama",Martin Scorsese,81.6
False,Best Adapted Screenplay,"Biography, Crime, Drama",Martin Scorsese,81.6
False,Best Actor,"Biography, Comedy, Drama",Barry Levinson,20.6
False,Best Actor,"Biography, Drama, History",George Clooney,15.1
False,Best Cinematography,"Biography, Drama, History",George Clooney,15.1
False,Best Director,"Biography, Drama, History",George Clooney,15.1
False,Best Picture,"Biography, Drama, History",George Clooney,15.1
False,Best Original Screenplay,"Biography, Drama, History",George Clooney,15.1
False,Best Actor,"Drama, Romance",Gus Van Sant,81.8
True,Best Supporting Actor,"Drama, Romance",Gus Van Sant,81.8
False,Best Supporting Actress,"Drama, Romance",Gus Van Sant,81.8
False,Best Director,"Drama, Romance",Gus Van Sant,81.8
False,Best Picture,"Drama, Romance",Gus Van Sant,81.8
True,Best Original Screenplay,"Drama, Romance",Gus Van Sant,81.8
True,Best Actor,"Drama, Romance","Sam Wood, Sidney Franklin",8.1
False,Best Actress,"Drama, Romance","Sam Wood, Sidney Franklin",8.1
False,Best Director,"Drama, Romance","Sam Wood, Sidney Franklin",8.1
False,Best Picture,"Drama, Romance","Sam Wood, Sidney Franklin",8.1
False,Best Actor,"Drama, Musical, Romance",Herbert Ross,11.9
False,Best Actress,"Biography, Drama",Michael Apted,13.5
False,Best Adapted Screenplay,"Biography, Drama",Michael Apted,13.5
False,Best Supporting Actress,"Comedy, Drama, Mystery",Robert Altman,14.6
False,Best Supporting Actress,"Comedy, Drama, Mystery",Robert Altman,14.6
False,Best Director,"Comedy, Drama, Mystery",Robert Altman,14.6
False,Best Picture,"Comedy, Drama, Mystery",Robert Altman,14.6
True,Best Original Screenplay,"Comedy, Drama, Mystery",Robert Altman,14.6
False,Best Original Screenplay,"Crime, Drama",Lawrence Kasdan,8.5
True,Best Picture,"Drama, Romance",Edmund Goulding,12.3
False,Best Picture,"Drama, War",Jean Renoir,12.7
False,Best Actress,"Drama, Sci-Fi, Thriller",Alfonso Cuarón,39.0
True,Best Cinematography,"Drama, Sci-Fi, Thriller",Alfonso Cuarón,39.0
True,Best Director,"Drama, Sci-Fi, Thriller",Alfonso Cuarón,39.0
False,Best Picture,"Drama, Sci-Fi, Thriller",Alfonso Cuarón,39.0
True,Best Cinematography,"Adventure, Drama, Mystery",David Lean,12.5
False,Best Director,"Adventure, Drama, Mystery",David Lean,12.5
False,Best Picture,"Adventure, Drama, Mystery",David Lean,12.5
False,Best Actor,"Biography, Comedy, Drama",Peter Farrelly,76.2
True,Best Supporting Actor,"Biography, Comedy, Drama",Peter Farrelly,76.2
True,Best Picture,"Biography, Comedy, Drama",Peter Farrelly,76.2
True,Best Original Screenplay,"Biography, Comedy, Drama",Peter Farrelly,76.2
False,Best Original Screenplay,"Comedy, Drama, Romance",Peter Weir,11.7
False,Best Cinematography,"Adventure, Drama, Romance",Victor Saville,1.6
False,Best Cinematography,"Drama, Family, Western",Louis King,2.5
False,Best Supporting Actor,"Adventure, Drama",Hugh Hudson,20.4
False,Best Adapted Screenplay,"Adventure, Drama",Hugh Hudson,20.4
False,Best Actor,"Comedy, Drama",Stanley Kramer,13.6
False,Best Supporting Actor,"Comedy, Drama",Stanley Kramer,13.6
True,Best Actress,"Comedy, Drama",Stanley Kramer,13.6
False,Best Supporting Actress,"Comedy, Drama",Stanley Kramer,13.6
False,Best Director,"Comedy, Drama",Stanley Kramer,13.6
False,Best Picture,"Comedy, Drama",Stanley Kramer,13.6
True,Best Original Screenplay,"Comedy, Drama",Stanley Kramer,13.6
False,Best Cinematography,"Adventure, Comedy, War",George Stevens,7.4
False,Best Cinematography,"Comedy, Crime, Musical",Joseph L. Mankiewicz,7.7
False,Best Cinematography,"Biography, Comedy, Drama",Mervyn LeRoy,6.9
False,Best Actor,"Biography, Drama, History",Mel Gibson,113.5
False,Best Director,"Biography, Drama, History",Mel Gibson,113.5
False,Best Picture,"Biography, Drama, History",Mel Gibson,113.5
False,Best Original Screenplay,"Comedy, War",Preston Sturges,4.0
False,Best Actor,Drama,Ryan Fleck,9.1
False,Best Director,"Drama, Musical",King Vidor,2.5
True,Best Actor,Drama,Laurence Olivier,11.0
False,Best Supporting Actress,Drama,Laurence Olivier,11.0
False,Best Director,Drama,Laurence Olivier,11.0
True,Best Picture,Drama,Laurence Olivier,11.0
False,Best Adapted Screenplay,Drama,Kenneth Branagh,12.2
True,Best Supporting Actor,"Comedy, Drama",Woody Allen,14.7
True,Best Supporting Actress,"Comedy, Drama",Woody Allen,14.7
False,Best Director,"Comedy, Drama",Woody Allen,14.7
False,Best Picture,"Comedy, Drama",Woody Allen,14.7
True,Best Original Screenplay,"Comedy, Drama",Woody Allen,14.7
False,Best Cinematography,"Biography, Family, Musical",Charles Vidor,3.7
False,Best Original Screenplay,"Comedy, Drama, Romance",Mike Leigh,9.5
False,Best Actress,"Action, Biography, Drama",Kasi Lemmons,17.5
True,Best Actor,"Adventure, Comedy, Drama",Paul Mazursky,7.2
False,Best Original Screenplay,"Adventure, Comedy, Drama",Paul Mazursky,7.2
False,Best Cinematography,"Action, Adventure, Family",David Yates,112.3
False,Best Actor,"Comedy, Drama, Fantasy",Henry Koster,10.3
True,Best Supporting Actress,"Comedy, Drama, Fantasy",Henry Koster,10.3
False,Best Cinematography,"Action, Adventure, Comedy",Howard Hawks,13.0
False,Best Supporting Actress,"Drama, History, Romance",George Roy Hill,6.8
False,Best Cinematography,"Drama, History, Romance",George Roy Hill,6.8
False,Best Cinematography,"Comedy, Drama, Fantasy",Ernst Lubitsch,9.9
False,Best Director,"Comedy, Drama, Fantasy",Ernst Lubitsch,9.9
False,Best Actor,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Supporting Actor,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Supporting Actress,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Cinematography,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Director,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Picture,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Adapted Screenplay,"Comedy, Fantasy, Romance","Warren Beatty, Buck Henry",9.5
False,Best Actress,"Adventure, Drama, War",John Huston,7.6
False,Best Original Screenplay,"Biography, Crime, Drama",Peter Jackson,13.9
False,Best Actress,"Drama, History, Romance",Trevor Nunn,0.8
False,Best Supporting Actor,"Crime, Drama, Thriller",David Mackenzie,21.9
False,Best Picture,"Crime, Drama, Thriller",David Mackenzie,21.9
False,Best Original Screenplay,"Crime, Drama, Thriller",David Mackenzie,21.9
False,Best Cinematography,"Drama, War","Howard Hughes, Edmund Goulding, James Whale",12.5
False,Best Cinematography,"Comedy, Musical, Romance",Gene Kelly,11.3
False,Best Picture,"Comedy, Musical, Romance",Gene Kelly,11.3
False,Best Cinematography,Musical,H. Bruce Humberstone,1.9
False,Best Cinematography,"Biography, Drama",Philip Kaufman,10.9
False,Best Actor,"Biography, Drama, History",Laurence Olivier,8.0
False,Best Picture,"Biography, Drama, History",Laurence Olivier,8.0
False,Best Actor,"Biography, Drama, History",Kenneth Branagh,12.1
False,Best Director,"Biography, Drama, History",Kenneth Branagh,12.1
False,Best Picture,"Drama, Romance, Sci-Fi",Spike Jonze,46.6
True,Best Original Screenplay,"Drama, Romance, Sci-Fi",Spike Jonze,46.6
False,Best Actor,"Comedy, Fantasy, Romance",Alexander Hall,6.7
False,Best Supporting Actor,"Comedy, Fantasy, Romance",Alexander Hall,6.7
False,Best Cinematography,"Comedy, Fantasy, Romance",Alexander Hall,6.7
False,Best Director,"Comedy, Fantasy, Romance",Alexander Hall,6.7
False,Best Picture,"Comedy, Drama, Romance",Lloyd Bacon,3.5
False,Best Actress,"Drama, Romance",Joan Micklin Silver,5.0
False,Best Supporting Actress,"Biography, Drama, History",Theodore Melfi,98.2
False,Best Picture,"Biography, Drama, History",Theodore Melfi,98.2
False,Best Adapted Screenplay,"Biography, Drama, History",Theodore Melfi,98.2
True,Best Actor,"Drama, Thriller, Western",Fred Zinnemann,17.3
False,Best Director,"Drama, Thriller, Western",Fred Zinnemann,17.3
False,Best Picture,"Drama, Thriller, Western",Fred Zinnemann,17.3
False,Best Actress,"Biography, Drama, Music",Anand Tucker,8.5
False,Best Supporting Actress,"Biography, Drama, Music",Anand Tucker,8.5
False,Best Supporting Actress,"Biography, Drama",Ron Howard,31.9
False,Best Original Screenplay,"Drama, History, Romance",Alain Resnais,14.7
False,Best Cinematography,"Biography, Crime, Drama",Danny DeVito,12.5
False,Best Actress,"Drama, Romance",Mitchell Leisen,2.6
False,Best Cinematography,"Drama, Romance",Mitchell Leisen,2.6
False,Best Actress,"Comedy, Drama",Edward H. Griffith,2.4
False,Best Picture,"Comedy, Music","Charles Reisner, Christy Cabanne, Norman Houston",2.3
False,Best Cinematography,"Adventure, Drama, Romance",Henry Hathaway,2.5
False,Best Supporting Actress,"Drama, Romance, War",John Farrow,12.7
False,Best Supporting Actor,"Drama, Sport",David Anspaugh,11.2
False,Best Cinematography,"Comedy, Drama, Romance",John Boorman,7.5
False,Best Director,"Comedy, Drama, Romance",John Boorman,7.5
False,Best Picture,"Comedy, Drama, Romance",John Boorman,7.5
False,Best Original Screenplay,"Comedy, Drama, Romance",John Boorman,7.5
False,Best Original Screenplay,"Comedy, Crime",Eric Till,1.6
False,Best Actor,"Biography, Drama, History",Terry George,24.1
False,Best Supporting Actress,"Biography, Drama, History",Terry George,24.1
False,Best Original Screenplay,"Biography, Drama, History",Terry George,24.1
False,Best Cinematography,"Action, Adventure, Drama",Yimou Zhang,23.9
False,Best Actor,"Crime, Drama",Vadim Perelman,12.8
False,Best Supporting Actress,"Crime, Drama",Vadim Perelman,12.8
False,Best Original Screenplay,"Comedy, Romance",Melville Shavelson,14.7
True,Best Supporting Actor,"Drama, Family",John Ford,15.5
False,Best Supporting Actress,"Drama, Family",John Ford,15.5
True,Best Cinematography,"Drama, Family",John Ford,15.5
True,Best Director,"Drama, Family",John Ford,15.5
False,Best Cinematography,"Adventure, Drama, Western","John Ford, Henry Hathaway, George Marshall",22.7
False,Best Picture,"Adventure, Drama, Western","John Ford, Henry Hathaway, George Marshall",22.7
True,Best Original Screenplay,"Adventure, Drama, Western","John Ford, Henry Hathaway, George Marshall",22.7
True,Best Actress,"Drama, Romance",James Ivory,17.9
False,Best Supporting Actress,"Drama, Romance",James Ivory,17.9
False,Best Cinematography,"Drama, Romance",James Ivory,17.9
False,Best Director,"Drama, Romance",James Ivory,17.9
False,Best Picture,"Drama, Romance",James Ivory,17.9
True,Best Adapted Screenplay,"Drama, Romance",James Ivory,17.9
False,Best Actor,"Drama, Western",Martin Ritt,14.3
True,Best Supporting Actor,"Drama, Western",Martin Ritt,14.3
True,Best Actress,"Drama, Western",Martin Ritt,14.3
True,Best Cinematography,"Drama, Western",Martin Ritt,14.3
False,Best Director,"Drama, Western",Martin Ritt,14.3
True,Best Cinematography,"Adventure, Drama, Family",Martin Scorsese,24.5
False,Best Director,"Adventure, Drama, Family",Martin Scorsese,24.5
False,Best Picture,"Adventure, Drama, Family",Martin Scorsese,24.5
False,Best Adapted Screenplay,"Adventure, Drama, Family",Martin Scorsese,24.5
False,Best Supporting Actress,"Comedy, Drama, Romance",Woody Allen,7.9
False,Best Original Screenplay,"Comedy, Drama, Romance",Woody Allen,7.9
False,Best Supporting Actress,"Drama, Horror, Thriller",Robert Aldrich,10.9
False,Best Cinematography,"Drama, Horror, Thriller",Robert Aldrich,10.9
False,Best Actor,"Crime, Drama, Music",Craig Brewer,15.0
False,Best Actor,"Crime, Drama, Film-Noir",Mervyn LeRoy,7.7
False,Best Picture,"Crime, Drama, Film-Noir",Mervyn LeRoy,7.7
False,Best Actor,Drama,Jessie Nelson,43.6
False,Best Actor,"Drama, Family",Gilbert Cates,3.3
False,Best Supporting Actor,"Drama, Family",Gilbert Cates,3.3
False,Best Supporting Actor,"Drama, Family",George Stevens,4.5
False,Best Actress,"Drama, Family",George Stevens,4.5
False,Best Supporting Actress,"Drama, Family",George Stevens,4.5
False,Best Supporting Actress,"Drama, Family",George Stevens,4.5
False,Best Cinematography,"Drama, Family",George Stevens,4.5
True,Best Actress,"Biography, Crime, Drama",Robert Wise,8.6
False,Best Cinematography,"Biography, Crime, Drama",Robert Wise,8.6
False,Best Director,"Biography, Crime, Drama",Robert Wise,8.6
False,Best Actress,"Biography, Comedy, Drama",Craig Gillespie,23.4
True,Best Supporting Actress,"Biography, Comedy, Drama",Craig Gillespie,23.4
False,Best Supporting Actress,"Biography, Drama, Music",Todd Haynes,13.6
False,Best Actress,"Biography, Drama, History",Walter Salles,90.3
False,Best Picture,"Biography, Drama, History",Walter Salles,90.3
False,Best Cinematography,"Action, Adventure, Thriller",John Sturges,8.9
False,Best Cinematography,Drama,Pawel Pawlikowski,7.7
True,Best Supporting Actress,"Drama, Romance",Barry Jenkins,12.4
False,Best Adapted Screenplay,"Drama, Romance",Barry Jenkins,12.4
False,Best Supporting Actor,"Adventure, History",Frank Lloyd,1.7
False,Best Picture,"Comedy, Drama, Romance",John M. Stahl,6.3
False,Best Supporting Actress,"Drama, Romance",Douglas Sirk,9.9
False,Best Supporting Actress,"Drama, Romance",Douglas Sirk,9.9
False,Best Supporting Actress,"Comedy, Romance",Frank Oz,10.0
False,Best Supporting Actor,Drama,Jim Sheridan,5.8
False,Best Actress,Drama,Jim Sheridan,5.8
False,Best Original Screenplay,Drama,Jim Sheridan,5.8
False,Best Original Screenplay,"Comedy, Crime, Drama",Martin McDonagh,24.9
False,Best Cinematography,"Biography, Crime, Drama",Richard Brooks,9.5
False,Best Director,"Biography, Crime, Drama",Richard Brooks,9.5
False,Best Cinematography,"Action, Drama, War",Otto Preminger,10.8
True,Best Actor,"Drama, Western","Irving Cummings, Raoul Walsh",2.6
False,Best Cinematography,"Drama, Western","Irving Cummings, Raoul Walsh",2.6
False,Best Director,"Drama, Western","Irving Cummings, Raoul Walsh",2.6
False,Best Picture,"Drama, Western","Irving Cummings, Raoul Walsh",2.6
True,Best Supporting Actress,"Action, Drama, Musical",Henry King,4.9
False,Best Picture,"Action, Drama, Musical",Henry King,4.9
False,Best Actor,"Crime, Drama",Todd Field,11.2
False,Best Actress,"Crime, Drama",Todd Field,11.2
False,Best Supporting Actress,"Crime, Drama",Todd Field,11.2
False,Best Picture,"Crime, Drama",Todd Field,11.2
False,Best Adapted Screenplay,"Crime, Drama",Todd Field,11.2
True,Best Actor,"Crime, Drama, Mystery",Norman Jewison,21.1
False,Best Director,"Crime, Drama, Mystery",Norman Jewison,21.1
True,Best Picture,"Crime, Drama, Mystery",Norman Jewison,21.1
False,Best Supporting Actor,"Action, Crime, Drama",Wolfgang Petersen,24.7
False,Best Original Screenplay,"Action, Crime, Drama",Wolfgang Petersen,24.7
False,Best Adapted Screenplay,Comedy,Armando Iannucci,11.6
False,Best Actor,"Biography, Crime, Drama",Jim Sheridan,16.7
False,Best Supporting Actor,"Biography, Crime, Drama",Jim Sheridan,16.7
False,Best Supporting Actress,"Biography, Crime, Drama",Jim Sheridan,16.7
False,Best Director,"Biography, Crime, Drama",Jim Sheridan,16.7
False,Best Picture,"Biography, Crime, Drama",Jim Sheridan,16.7
False,Best Adapted Screenplay,"Biography, Crime, Drama",Jim Sheridan,16.7
False,Best Actor,"Crime, Drama, Mystery",Paul Haggis,16.3
False,Best Original Screenplay,"Drama, War","Noël Coward, David Lean",7.6
True,Best Cinematography,"Action, Adventure, Sci-Fi",Christopher Nolan,139.4
False,Best Picture,"Action, Adventure, Sci-Fi",Christopher Nolan,139.4
False,Best Original Screenplay,"Action, Adventure, Sci-Fi",Christopher Nolan,139.4
False,Best Actress,"Drama, Romance, War",Régis Wargnier,12.5
True,Best Supporting Actor,"Adventure, Drama, War",Quentin Tarantino,77.9
