Winner,Category,Genres,Director,Vote_Count,Popularity
False,8,136,491,400,9.745
False,3,136,491,400,9.745
False,6,136,491,400,9.745
True,0,76,264,2213,9.935
False,7,76,264,2213,9.935
False,4,76,264,2213,9.935
False,6,76,264,2213,9.935
True,5,76,264,2213,9.935
False,0,217,121,9657,31.65
True,7,217,121,9657,31.65
True,1,217,121,9657,31.65
True,4,217,121,9657,31.65
True,6,217,121,9657,31.65
False,2,217,121,9657,31.65
False,3,78,482,23,3.955
True,1,95,246,22,2.663
False,0,149,432,1624,21.006
True,8,149,432,1624,21.006
False,4,149,432,1624,21.006
False,6,149,432,1624,21.006
False,5,149,432,1624,21.006
True,7,96,240,757,19.551
False,6,96,240,757,19.551
True,1,218,611,4701,25.526
False,0,76,128,389,10.367
False,1,76,128,389,10.367
False,6,76,128,389,10.367
True,2,76,128,389,10.367
False,0,140,9,1668,26.657
False,8,140,9,1668,26.657
True,3,140,9,1668,26.657
False,4,140,9,1668,26.657
False,6,140,9,1668,26.657
False,7,93,180,30,3.16
False,1,51,364,158,8.512
False,8,51,364,158,8.512
False,2,73,1,3733,20.107
False,5,102,6,181,8.717
False,0,141,517,250,8.653
False,0,81,64,5201,33.722
False,7,81,64,5201,33.722
False,6,81,64,5201,33.722
False,2,81,64,5201,33.722
False,5,90,101,425,9.581
True,1,73,542,2334,23.392
True,1,203,462,982,15.322
False,5,203,462,982,15.322
True,7,149,55,7076,30.707
False,8,149,55,7076,30.707
False,3,149,55,7076,30.707
False,4,149,55,7076,30.707
True,6,149,55,7076,30.707
True,2,149,55,7076,30.707
False,5,36,750,5873,21.028
False,7,102,525,955,19.833
True,1,102,525,955,19.833
True,8,102,525,955,19.833
False,4,102,525,955,19.833
False,6,102,525,955,19.833
True,5,102,525,955,19.833
False,3,136,45,37,3.624
False,1,97,408,35,1.724
False,3,223,66,78,7.677
True,1,203,453,50,5.7
False,1,203,391,142,6.316
False,3,203,391,142,6.316
False,4,203,391,142,6.316
False,3,193,745,9,2.019
False,0,77,370,98,7.26
False,8,77,370,98,7.26
False,4,77,370,98,7.26
False,6,77,370,98,7.26
False,1,193,58,4544,26.594
False,3,193,58,4544,26.594
False,6,193,58,4544,26.594
False,0,149,174,17,2.234
False,1,149,174,17,2.234
False,1,149,319,69,5.896
False,0,102,206,365,12.194
True,4,102,206,365,12.194
False,6,102,206,365,12.194
False,0,188,688,419,17.367
False,7,95,71,59,4.376
False,7,203,739,55,4.801
False,1,203,739,55,4.801
False,0,95,206,1064,13.293
False,7,95,206,1064,13.293
False,7,95,206,1064,13.293
False,4,95,206,1064,13.293
False,6,95,206,1064,13.293
False,3,76,505,520,12.434
False,1,76,374,177,8.959
False,1,99,686,218,11.583
False,0,212,762,257,9.775
False,7,212,762,257,9.775
True,1,212,762,257,9.775
False,8,212,762,257,9.775
True,8,212,762,257,9.775
True,3,212,762,257,9.775
True,4,212,762,257,9.775
False,1,203,704,18,3.408
False,8,203,704,18,3.408
False,8,223,162,1223,12.851
False,3,223,162,1223,12.851
False,2,223,162,1223,12.851
False,4,198,154,6333,56.213
False,4,23,695,2677,25.095
False,6,23,695,2677,25.095
False,2,23,695,2677,25.095
False,0,140,675,1425,29.234
True,8,140,675,1425,29.234
False,3,140,675,1425,29.234
False,2,140,675,1425,29.234
False,7,83,218,24,5.662
False,0,102,474,66,5.487
False,3,102,474,66,5.487
False,1,142,128,161,8.942
False,5,159,278,5,1.179
False,1,188,751,212,8.143
False,0,34,208,339,15.0
False,0,34,208,339,15.0
False,0,34,208,339,15.0
False,4,34,208,339,15.0
True,6,34,208,339,15.0
False,3,83,218,306,13.091
False,6,83,218,306,13.091
False,5,102,686,267,13.276
False,5,102,352,2129,11.993
False,7,196,278,43,5.688
False,3,196,278,43,5.688
True,8,89,389,1607,21.007
True,0,156,231,1313,19.164
False,7,156,231,1313,19.164
False,8,156,231,1313,19.164
True,3,156,231,1313,19.164
True,4,156,231,1313,19.164
True,6,156,231,1313,19.164
False,0,95,593,110,8.567
False,1,203,467,16,3.126
True,0,74,344,927,14.668
True,8,74,344,927,14.668
False,4,74,344,927,14.668
False,6,74,344,927,14.668
False,2,74,344,927,14.668
False,4,151,428,265,15.456
False,2,151,428,265,15.456
False,0,102,258,352,7.07
False,7,102,258,352,7.07
False,1,102,258,352,7.07
False,8,102,258,352,7.07
False,4,102,258,352,7.07
False,1,88,15,19,2.728
False,7,74,677,1291,10.631
False,1,74,677,1291,10.631
True,0,140,121,6741,29.089
True,7,140,121,6741,29.089
False,8,140,121,6741,29.089
False,4,140,121,6741,29.089
False,6,140,121,6741,29.089
False,2,140,121,6741,29.089
False,8,99,613,401,9.895
False,8,99,613,401,9.895
False,4,99,613,401,9.895
False,6,99,613,401,9.895
True,8,158,117,109,7.2
False,3,158,117,109,7.2
False,4,158,117,109,7.2
False,6,193,630,19,3.869
False,3,149,524,3,0.263
False,0,149,18,1769,14.728
False,8,149,18,1769,14.728
False,3,149,18,1769,14.728
False,4,149,18,1769,14.728
False,6,149,18,1769,14.728
False,5,149,18,1769,14.728
False,1,149,487,507,11.431
True,0,214,675,1767,18.046
False,0,214,675,1767,18.046
False,7,214,675,1767,18.046
True,1,214,675,1767,18.046
True,8,214,675,1767,18.046
False,3,214,675,1767,18.046
False,4,214,675,1767,18.046
False,6,214,675,1767,18.046
True,5,214,675,1767,18.046
False,3,80,201,680,11.483
False,1,95,401,64,6.35
False,4,95,401,64,6.35
False,5,95,401,64,6.35
False,3,3,545,1766,17.279
False,1,76,212,70,9.628
False,3,76,212,70,9.628
False,6,76,212,70,9.628
False,6,149,580,24,46.946
False,2,149,580,24,46.946
False,0,198,606,41,2.464
False,8,198,606,41,2.464
False,5,142,137,10867,54.343
False,3,142,263,2955,22.883
False,6,142,263,2955,22.883
False,8,193,610,594,11.093
False,1,125,191,386,13.714
False,6,125,191,386,13.714
False,0,76,533,368,10.469
False,8,76,533,368,10.469
False,5,76,533,368,10.469
True,7,142,192,12146,78.758
False,3,142,192,12146,78.758
True,4,142,192,12146,78.758
True,6,142,192,12146,78.758
True,2,142,192,12146,78.758
False,0,95,614,304,13.156
False,2,95,614,304,13.156
False,7,218,721,7842,38.203
True,1,149,111,3015,18.801
False,3,149,111,3015,18.801
True,4,149,111,3015,18.801
True,6,149,111,3015,18.801
False,2,149,111,3015,18.801
False,0,203,120,46,4.72
True,8,203,120,46,4.72
True,1,204,474,174,6.534
False,6,204,474,174,6.534
False,2,204,474,174,6.534
False,5,62,21,4133,21.24
False,1,149,520,659,16.706
False,8,149,520,659,16.706
False,3,213,99,37,5.666
False,3,48,420,54,7.386
False,3,226,617,1789,1515.687
False,1,141,597,898,19.263
False,8,141,597,898,19.263
False,2,141,597,898,19.263
False,7,170,21,1613,17.514
False,5,170,21,1613,17.514
False,1,203,296,204,11.169
False,8,203,296,204,11.169
False,1,81,345,460,12.95
False,8,81,345,460,12.95
False,3,90,350,4177,19.536
False,2,90,350,4177,19.536
False,1,170,359,126,6.073
False,8,225,117,22,2.638
False,3,44,440,88,6.343
False,6,44,440,88,6.343
False,3,193,218,168,11.392
False,0,156,96,432,17.263
False,7,156,96,432,17.263
False,3,156,96,432,17.263
True,4,156,96,432,17.263
True,6,156,96,432,17.263
True,0,149,468,467,10.897
True,1,149,468,467,10.897
False,8,149,468,467,10.897
False,3,149,468,467,10.897
False,4,149,468,467,10.897
False,6,149,468,467,10.897
True,2,149,468,467,10.897
True,0,142,186,1591,22.899
False,7,142,186,1591,22.899
False,7,142,186,1591,22.899
False,7,142,186,1591,22.899
True,8,142,186,1591,22.899
True,3,142,186,1591,22.899
True,4,142,186,1591,22.899
True,6,142,186,1591,22.899
False,0,95,579,13610,63.654
True,7,95,579,13610,63.654
False,3,95,579,13610,63.654
False,4,95,579,13610,63.654
False,6,95,579,13610,63.654
False,5,95,579,13610,63.654
True,0,202,509,10569,40.769
False,7,202,509,10569,40.769
True,1,202,509,10569,40.769
False,3,202,509,10569,40.769
True,4,202,509,10569,40.769
True,6,202,509,10569,40.769
True,2,202,509,10569,40.769
False,6,121,233,72,4.194
False,6,99,278,24,1.433
False,7,149,588,641,14.119
False,2,149,588,641,14.119
False,1,118,737,15,4.232
False,4,118,737,15,4.232
False,6,118,737,15,4.232
False,5,3,498,37,3.817
False,5,149,425,16,0.962
False,1,149,95,129,12.724
False,3,225,470,216,13.077
False,3,128,72,373,14.884
False,3,51,286,244,7.855
False,7,95,252,17,2.363
False,1,95,252,17,2.363
False,8,95,252,17,2.363
False,5,17,74,359,11.248
False,3,173,594,13,3.886
True,0,76,116,9735,130.743
True,7,76,116,9735,130.743
False,8,76,116,9735,130.743
True,3,76,116,9735,130.743
True,4,76,116,9735,130.743
True,6,76,116,9735,130.743
False,2,76,116,9735,130.743
False,0,178,697,26,2.581
False,7,178,697,26,2.581
False,8,178,697,26,2.581
False,8,178,697,26,2.581
False,3,149,273,27,2.636
False,1,157,659,32,3.639
False,6,157,659,32,3.639
False,7,80,700,1379,15.998
False,1,80,700,1379,15.998
True,3,80,700,1379,15.998
True,4,80,700,1379,15.998
True,6,80,700,1379,15.998
True,2,80,700,1379,15.998
False,2,90,694,1279,16.348
False,0,149,553,1783,13.735
True,3,167,263,10615,62.826
False,5,167,263,10615,62.826
False,8,90,557,726,10.91
True,8,90,557,726,10.91
False,1,149,553,939,26.238
True,4,218,79,18581,109.921
True,6,218,79,18581,109.921
True,5,218,79,18581,109.921
False,8,95,641,640,12.498
False,1,149,377,51,4.877
False,5,149,377,51,4.877
False,6,203,100,1790,41.342
False,5,203,100,1790,41.342
True,0,83,212,1102,13.725
False,3,83,212,1102,13.725
True,4,83,212,1102,13.725
True,6,83,212,1102,13.725
False,1,97,203,567,8.791
False,3,97,203,567,8.791
False,0,149,69,147,8.566
False,2,193,282,93,5.437
False,0,203,245,110,6.879
False,3,121,242,46,4.881
False,8,102,474,17,2.63
False,8,138,311,25,2.596
False,7,149,467,74,8.139
False,7,149,467,74,8.139
False,1,149,467,74,8.139
False,8,149,467,74,8.139
False,8,149,467,74,8.139
False,3,149,467,74,8.139
False,4,149,467,74,8.139
False,6,149,467,74,8.139
True,3,181,48,193,8.978
False,0,203,550,3495,21.462
False,8,203,550,3495,21.462
False,4,203,550,3495,21.462
False,6,203,550,3495,21.462
True,0,149,386,4270,23.087
False,5,149,386,4270,23.087
False,1,71,686,1610,13.413
False,6,71,686,1610,13.413
False,2,71,686,1610,13.413
False,8,136,661,289,9.065
False,1,149,422,1220,18.29
False,8,95,563,240,7.319
False,7,122,147,13,2.169
False,1,125,493,283,14.341
False,8,125,493,283,14.341
True,5,125,493,283,14.341
False,1,149,187,44,5.277
False,8,149,187,44,5.277
False,8,149,187,44,5.277
False,0,5,254,20831,147.701
False,7,149,614,163,8.851
True,1,149,614,163,8.851
False,8,149,614,163,8.851
False,4,149,614,163,8.851
False,6,149,614,163,8.851
True,5,149,614,163,8.851
False,7,223,533,4587,44.505
False,7,223,533,4587,44.505
False,3,223,533,4587,44.505
True,4,223,533,4587,44.505
True,6,223,533,4587,44.505
False,5,223,533,4587,44.505
False,7,102,206,171,11.159
False,0,74,178,314,9.356
True,8,74,178,314,9.356
False,7,102,766,4420,77.457
True,1,102,766,4420,77.457
False,3,102,766,4420,77.457
False,4,102,766,4420,77.457
False,6,102,766,4420,77.457
False,2,102,766,4420,77.457
False,3,193,538,24,3.738
False,3,164,757,106,7.408
False,1,136,132,80,6.57
False,1,95,508,271,8.627
False,1,149,431,1634,20.957
True,8,149,431,1634,20.957
False,4,149,431,1634,20.957
False,6,149,431,1634,20.957
True,2,149,431,1634,20.957
False,1,125,220,8353,68.507
False,1,203,348,8102,77.766
False,7,140,257,3420,23.083
False,8,95,508,314,10.568
False,2,95,508,314,10.568
False,8,196,258,22,4.006
False,3,51,276,23,3.384
False,2,134,675,158,8.808
True,5,125,526,19,1.967
False,3,140,165,11921,85.49
False,1,131,289,382,10.805
False,8,131,289,382,10.805
False,5,131,289,382,10.805
False,1,149,258,7,1.508
False,0,90,370,382,8.904
False,7,90,370,382,8.904
True,8,90,370,382,8.904
False,4,90,370,382,8.904
False,6,90,370,382,8.904
False,2,90,370,382,8.904
False,1,140,189,3278,24.309
False,4,140,189,3278,24.309
False,6,140,189,3278,24.309
True,5,140,189,3278,24.309
False,8,231,21,10179,45.715
False,3,231,21,10179,45.715
False,4,231,21,10179,45.715
False,0,134,579,28256,120.342
False,7,134,579,28256,120.342
False,8,134,579,28256,120.342
False,4,134,579,28256,120.342
False,6,134,579,28256,120.342
True,5,134,579,28256,120.342
False,0,102,39,138,7.4
False,1,102,39,138,7.4
False,6,102,39,138,7.4
False,3,149,584,31,5.273
False,0,74,573,648,15.391
False,7,76,622,909,12.375
False,4,76,622,909,12.375
False,6,76,622,909,12.375
False,2,76,622,909,12.375
False,7,80,484,412,15.645
False,7,80,484,412,15.645
False,3,80,484,412,15.645
False,6,80,484,412,15.645
False,1,149,356,605,11.151
False,1,203,386,568,9.102
False,1,203,548,62,5.609
False,8,203,548,62,5.609
False,6,203,548,62,5.609
False,5,88,764,577,8.866
False,7,149,509,163,8.677
False,8,149,509,163,8.677
False,3,149,509,163,8.677
False,2,149,509,163,8.677
False,3,0,695,12567,1520.298
False,4,0,695,12567,1520.298
False,6,0,695,12567,1520.298
True,0,149,56,6416,29.176
False,3,149,56,6416,29.176
True,4,149,56,6416,29.176
True,6,149,56,6416,29.176
True,5,149,56,6416,29.176
False,1,213,182,54,5.091
False,1,149,471,74,6.368
False,8,149,471,74,6.368
False,3,30,5,1567,24.677
False,4,30,5,1567,24.677
False,0,203,482,102,9.28
False,8,203,482,102,9.28
False,4,203,482,102,9.28
False,5,67,82,17240,143.77
True,0,77,705,2001,18.529
False,4,77,705,2001,18.529
False,6,77,705,2001,18.529
False,3,3,99,51,8.059
False,3,198,21,6563,31.191
False,4,198,21,6563,31.191
False,0,196,21,1777,21.161
False,1,196,21,1777,21.161
False,8,196,21,1777,21.161
True,3,196,21,1777,21.161
False,4,196,21,1777,21.161
True,6,196,21,1777,21.161
False,3,196,423,1406,23.987
False,4,196,423,1406,23.987
False,5,196,423,1406,23.987
False,0,76,747,333,12.98
False,7,76,747,333,12.98
False,1,76,747,333,12.98
True,8,76,747,333,12.98
True,3,76,747,333,12.98
True,4,76,747,333,12.98
False,6,76,747,333,12.98
False,5,76,747,333,12.98
False,1,149,145,10075,19.654
False,1,161,140,42,3.337
False,8,161,140,42,3.337
False,0,102,618,22,1.146
False,2,102,618,22,1.146
False,3,203,672,4,1.864
True,0,79,53,304,12.73
False,4,79,53,304,12.73
False,2,79,53,304,12.73
False,7,203,656,3830,34.2
False,0,76,429,89,7.249
False,8,73,121,2515,17.722
False,7,169,619,63,5.167
False,5,37,147,70,4.334
False,7,142,656,3661,20.302
True,3,142,656,3661,20.302
False,5,37,269,41,4.475
False,7,34,489,642,13.707
False,0,217,368,7940,51.292
False,7,217,368,7940,51.292
False,7,217,368,7940,51.292
False,1,217,368,7940,51.292
True,4,217,368,7940,51.292
True,6,217,368,7940,51.292
False,5,217,368,7940,51.292
False,3,136,648,12,3.593
False,1,149,19,3909,15.931
False,8,149,19,3909,15.931
True,3,149,19,3909,15.931
True,4,149,19,3909,15.931
False,6,149,19,3909,15.931
False,5,149,19,3909,15.931
False,7,102,762,2063,26.838
True,1,102,762,2063,26.838
False,3,102,762,2063,26.838
False,4,102,762,2063,26.838
False,6,102,762,2063,26.838
False,0,142,137,1282,18.386
False,1,203,117,15,2.852
False,4,203,117,15,2.852
False,7,203,231,30,6.902
False,1,203,231,30,6.902
False,6,203,231,30,6.902
True,3,203,204,679,20.926
False,4,203,204,679,20.926
False,6,203,204,679,20.926
True,1,218,434,9229,19.668
False,4,218,434,9229,19.668
False,6,218,434,9229,19.668
False,2,218,434,9229,19.668
False,0,203,305,126,5.605
True,1,203,305,126,5.605
False,8,203,305,126,5.605
False,4,203,305,126,5.605
False,6,203,305,126,5.605
True,8,183,640,3977,27.71
False,6,124,435,73,5.427
False,0,3,35,584,16.771
False,7,3,35,584,16.771
False,7,138,675,311,11.025
False,5,138,675,311,11.025
False,0,76,229,182,11.504
True,7,212,153,157,8.751
False,1,212,153,157,8.751
True,3,212,153,157,8.751
False,1,102,72,1241,24.806
False,3,102,72,1241,24.806
False,4,102,72,1241,24.806
False,1,149,587,32,2.437
False,3,149,587,32,2.437
False,7,30,768,133,10.554
False,3,30,768,133,10.554
False,5,134,587,7,2.776
False,0,177,533,358,14.181
False,5,177,533,358,14.181
False,1,102,621,69,5.46
False,3,102,621,69,5.46
False,2,102,621,69,5.46
False,3,154,99,217,29.187
False,0,191,742,72,8.264
False,4,191,742,72,8.264
False,6,191,742,72,8.264
False,3,31,451,4,1.958
False,0,26,25,138,7.815
False,1,203,172,11,1.103
False,8,213,659,15,3.427
False,0,191,353,1923,22.861
True,0,149,368,85,6.066
False,7,149,368,85,6.066
False,0,223,695,16003,73.675
True,3,223,695,16003,73.675
True,4,223,695,16003,73.675
False,6,223,695,16003,73.675
False,5,223,695,16003,73.675
False,0,212,398,129,9.755
True,7,212,398,129,9.755
True,8,212,398,129,9.755
False,3,212,398,129,9.755
False,4,212,398,129,9.755
False,6,212,398,129,9.755
False,2,212,171,245,7.992
True,0,149,472,3468,43.867
False,4,149,472,3468,43.867
False,6,149,472,3468,43.867
False,2,149,472,3468,43.867
False,0,76,695,16099,108.119
False,7,76,695,16099,108.119
True,3,76,695,16099,108.119
True,4,76,695,16099,108.119
True,6,76,695,16099,108.119
True,2,76,695,16099,108.119
False,3,176,224,835,13.896
False,6,176,224,835,13.896
False,2,176,224,835,13.896
False,1,218,90,105,7.931
False,3,81,696,572,23.136
False,3,216,367,362,14.475
False,1,95,505,655,12.215
False,8,95,505,655,12.215
False,4,95,505,655,12.215
False,6,95,505,655,12.215
False,5,95,505,655,12.215
False,6,76,52,2197,14.173
False,1,203,36,1694,48.097
False,8,203,36,1694,48.097
False,3,203,36,1694,48.097
False,6,203,36,1694,48.097
True,2,203,36,1694,48.097
True,0,149,163,112,7.058
False,1,149,163,112,7.058
True,8,149,163,112,7.058
False,3,149,163,112,7.058
False,6,149,163,112,7.058
False,5,177,716,25,63.916
True,0,76,286,208,11.444
False,7,76,286,208,11.444
False,8,76,286,208,11.444
False,3,76,286,208,11.444
False,4,76,286,208,11.444
False,5,76,286,208,11.444
False,0,73,675,1943,18.841
False,0,106,444,136,7.952
False,4,106,444,136,7.952
False,5,106,444,136,7.952
False,3,237,681,537,19.639
False,6,237,681,537,19.639
False,7,218,367,198,9.763
False,5,149,694,916,27.082
False,7,142,387,784,12.101
False,7,180,176,586,12.627
False,1,80,592,274,8.796
False,2,80,592,274,8.796
False,7,98,374,3005,20.851
True,1,98,374,3005,20.851
True,8,98,374,3005,20.851
False,3,98,374,3005,20.851
False,4,98,374,3005,20.851
True,6,98,374,3005,20.851
True,5,98,374,3005,20.851
False,7,102,268,216,8.846
True,8,102,268,216,8.846
False,5,102,268,216,8.846
False,7,225,245,615,16.537
False,7,225,245,615,16.537
True,3,225,245,615,16.537
False,4,225,245,615,16.537
False,6,225,245,615,16.537
True,3,47,391,202,14.561
False,4,47,391,202,14.561
False,6,47,391,202,14.561
False,3,137,765,97,16.612
False,6,98,453,114,6.708
True,3,250,364,357,14.561
True,0,77,664,653,10.28
False,7,77,664,653,10.28
False,4,77,664,653,10.28
False,6,77,664,653,10.28
False,5,77,664,653,10.28
False,0,203,683,89,7.131
False,7,203,683,89,7.131
False,1,203,683,89,7.131
True,3,203,683,89,7.131
False,6,203,683,89,7.131
False,1,102,439,95,7.591
False,5,149,741,248,12.746
False,4,95,613,600,16.261
False,3,156,242,73,6.676
False,2,67,28,17336,141.734
False,3,19,165,8697,62.776
False,7,102,18,1678,14.357
False,8,102,18,1678,14.357
False,4,102,18,1678,14.357
False,6,102,18,1678,14.357
True,2,102,18,1678,14.357
False,3,172,475,3064,28.123
False,1,76,508,324,14.317
False,8,76,508,324,14.317
False,4,76,508,324,14.317
False,5,76,508,324,14.317
False,0,102,159,12028,38.389
False,7,102,159,12028,38.389
True,1,102,159,12028,38.389
False,8,102,159,12028,38.389
False,4,102,159,12028,38.389
False,6,102,159,12028,38.389
False,2,102,159,12028,38.389
False,7,212,360,48,4.486
False,1,212,360,48,4.486
False,8,212,360,48,4.486
False,3,212,360,48,4.486
False,6,212,360,48,4.486
False,0,149,256,81,60.818
False,2,149,256,81,60.818
False,8,121,682,3176,32.366
False,1,74,174,14,2.111
False,0,108,745,43,3.988
False,1,101,217,326,20.539
False,0,96,528,21,3.336
True,4,96,528,21,3.336
False,6,96,528,21,3.336
False,3,9,656,15275,42.36
False,5,102,523,2362,30.677
False,3,226,715,6834,29.757
False,0,240,394,619,10.973
False,0,240,394,619,10.973
False,4,240,394,619,10.973
False,0,149,70,786,13.746
True,2,149,70,786,13.746
True,3,141,142,10632,30.729
True,4,141,142,10632,30.729
True,6,141,142,10632,30.729
True,2,141,142,10632,30.729
False,1,90,698,21,3.051
False,6,203,672,20,2.386
False,3,196,664,138,8.706
False,8,212,469,21,3.078
False,3,212,469,21,3.078
False,5,212,469,21,3.078
False,7,149,740,127,6.635
False,1,149,740,127,6.635
False,8,149,740,127,6.635
False,0,118,72,3509,29.066
False,3,118,72,3509,29.066
False,4,118,72,3509,29.066
True,3,81,627,163,11.094
False,1,102,514,1601,23.623
False,7,150,548,90,6.585
False,0,203,304,35,2.154
False,8,203,304,35,2.154
True,3,203,304,35,2.154
False,4,203,304,35,2.154
False,6,203,304,35,2.154
True,1,203,7,858,12.255
False,3,203,7,858,12.255
False,2,203,7,858,12.255
False,4,149,281,2,1.057
False,1,169,27,180,11.017
False,0,188,144,2562,20.672
False,7,188,144,2562,20.672
False,6,188,144,2562,20.672
False,5,188,144,2562,20.672
False,0,157,474,49,6.958
False,1,157,474,49,6.958
False,6,157,474,49,6.958
False,3,236,398,107,9.614
True,7,1,684,2162,42.027
True,3,1,684,2162,42.027
False,4,16,707,95,6.529
False,7,169,21,889,18.506
False,3,169,21,889,18.506
False,4,169,21,889,18.506
False,6,169,21,889,18.506
False,1,74,540,1649,16.657
False,5,113,641,1360,21.745
False,1,203,186,272,11.481
True,5,203,186,272,11.481
False,7,73,723,8264,19.984
False,8,73,723,8264,19.984
False,4,73,723,8264,19.984
True,6,73,723,8264,19.984
True,5,73,723,8264,19.984
False,3,121,278,9,1.248
False,8,102,258,114,8.283
False,4,102,258,114,8.283
False,6,102,258,114,8.283
True,7,55,364,1121,23.577
False,3,55,364,1121,23.577
False,4,55,364,1121,23.577
False,6,55,364,1121,23.577
False,3,250,759,4,1.53
True,0,106,72,607,13.437
False,7,106,72,607,13.437
False,4,106,72,607,13.437
False,0,74,583,383,14.662
False,2,36,611,5931,25.871
False,3,41,436,1493,21.594
False,7,244,235,20840,117.248
False,4,244,235,20840,117.248
False,6,244,235,20840,117.248
False,5,244,235,20840,117.248
False,7,78,627,223,5.793
False,3,78,627,223,5.793
False,0,243,357,877,12.876
False,1,102,7,58,7.264
False,8,102,7,58,7.264
False,6,102,276,22,1.699
False,8,102,282,661,21.842
False,1,203,419,83,4.982
False,8,203,419,83,4.982
False,0,74,141,4134,11.893
False,8,74,141,4134,11.893
True,1,149,600,3082,14.939
False,5,76,195,3916,36.059
False,3,136,21,1702,14.639
True,1,149,205,52,2.624
False,3,149,205,52,2.624
False,7,142,339,73,7.446
False,7,229,157,126,6.319
False,1,229,157,126,6.319
False,3,229,157,126,6.319
False,1,198,394,285,8.298
False,1,198,394,285,8.298
False,3,203,25,15,3.259
False,1,149,561,25,3.772
False,8,149,561,25,3.772
False,3,203,621,146,11.761
False,1,203,248,12,1.323
False,8,203,248,12,1.323
False,3,88,266,24,2.726
False,0,206,378,120,8.645
False,1,206,378,120,8.645
False,4,206,378,120,8.645
False,3,223,275,22,4.309
True,1,203,197,812,11.922
True,3,203,197,812,11.922
False,1,74,738,14,1.097
False,0,168,72,2620,24.252
False,7,168,72,2620,24.252
False,1,168,72,2620,24.252
False,8,168,72,2620,24.252
False,3,168,72,2620,24.252
False,4,168,72,2620,24.252
False,6,168,72,2620,24.252
True,1,169,21,814,10.261
False,3,184,44,47,4.352
False,0,182,715,5917,28.33
False,0,99,764,506,9.909
False,8,99,764,506,9.909
True,7,203,595,117,9.51
False,1,203,595,117,9.51
False,8,203,595,117,9.51
False,1,77,408,54,5.273
False,8,212,386,73,5.797
True,7,218,687,1363,14.668
False,5,218,687,1363,14.668
True,3,51,197,161,6.926
False,3,125,511,11,0.988
False,4,196,553,1307,16.468
True,5,196,553,1307,16.468
False,5,89,266,6,2.26
False,1,188,718,1283,26.186
False,3,188,718,1283,26.186
False,4,188,718,1283,26.186
False,6,188,718,1283,26.186
False,5,188,718,1283,26.186
False,0,134,475,12401,58.686
False,8,134,475,12401,58.686
False,6,134,475,12401,58.686
False,7,126,240,89,15.659
False,5,126,240,89,15.659
False,3,48,275,5,2.578
True,0,188,88,136,13.291
False,4,188,88,136,13.291
False,6,188,88,136,13.291
True,5,188,88,136,13.291
False,3,141,626,514,16.568
False,3,8,316,13062,79.001
False,7,95,320,762,14.768
True,7,95,320,762,14.768
True,1,95,320,762,14.768
False,1,95,320,762,14.768
True,4,95,320,762,14.768
True,6,95,320,762,14.768
True,2,95,320,762,14.768
True,3,203,640,342,13.395
False,4,203,640,342,13.395
False,6,203,640,342,13.395
False,6,203,732,68,5.148
False,1,215,459,124,9.025
False,3,175,16,81,5.85
False,5,35,574,313,9.273
False,5,125,163,171,9.069
False,5,149,213,2159,14.27
False,3,110,625,180,7.68
False,3,50,316,3015,29.097
True,8,102,430,232,12.72
False,6,102,430,232,12.72
False,2,102,430,232,12.72
True,1,134,388,609,18.609
False,6,7,492,754,17.884
False,0,98,258,9,1.703
False,3,98,258,9,1.703
True,0,51,370,961,15.322
False,1,51,370,961,15.322
False,4,51,370,961,15.322
False,8,203,475,1110,17.949
False,2,203,475,1110,17.949
False,3,76,96,137,10.031
False,7,48,381,347,15.019
False,3,48,381,347,15.019
False,6,48,381,347,15.019
False,3,102,47,73,5.07
False,5,149,265,29,4.642
False,0,102,72,2353,22.928
False,7,102,72,2353,22.928
False,1,102,72,2353,22.928
False,3,102,72,2353,22.928
True,4,102,72,2353,22.928
True,6,102,72,2353,22.928
True,5,102,72,2353,22.928
False,0,149,616,143,8.067
False,0,76,24,415,88.528
False,7,76,24,415,88.528
False,2,149,706,22,3.747
True,0,102,502,3270,20.394
False,8,102,502,3270,20.394
False,3,102,502,3270,20.394
True,4,102,502,3270,20.394
True,6,102,502,3270,20.394
False,5,102,502,3270,20.394
False,7,136,370,482,11.127
False,3,136,370,482,11.127
False,4,136,370,482,11.127
False,7,73,30,2516,24.655
False,3,73,30,2516,24.655
False,0,74,475,5372,27.62
False,7,74,475,5372,27.62
True,8,74,475,5372,27.62
True,3,74,475,5372,27.62
False,4,74,475,5372,27.62
False,6,74,475,5372,27.62
False,5,74,475,5372,27.62
False,7,125,435,309,8.639
False,1,125,435,309,8.639
True,4,125,435,309,8.639
False,6,125,435,309,8.639
True,5,125,297,125,9.476
False,8,149,163,8,1.237
False,0,203,740,255,8.304
True,8,203,740,255,8.304
True,3,203,740,255,8.304
False,1,186,482,244,11.208
False,8,186,482,244,11.208
False,8,186,482,244,11.208
False,3,186,482,244,11.208
False,3,199,397,16,1.559
False,2,100,192,4055,38.42
False,0,95,473,2820,23.945
False,7,95,473,2820,23.945
False,7,95,473,2820,23.945
False,8,95,473,2820,23.945
False,4,95,473,2820,23.945
False,6,95,473,2820,23.945
False,5,95,473,2820,23.945
False,5,90,167,370,10.114
True,7,140,394,229,9.776
False,1,149,234,1,1.21
False,3,119,108,47,4.042
False,1,80,672,19,2.063
False,6,80,672,19,2.063
