Popularity,Vote_Average,IMDb_Rating,Genres,Director
18.1,7.7,8.0,125,764
3.2,6.6,6.0,119,293
9.5,7.2,7.5,102,231
9.8,7.0,7.6,212,762
15.3,6.6,7.3,136,182
9.5,6.9,7.2,203,585
29.2,6.5,6.8,154,99
6.7,6.6,7.3,171,467
30.6,7.5,7.6,113,764
9.0,6.3,6.3,149,468
1.4,6.6,7.2,149,133
24.3,7.5,7.5,71,766
35.3,7.4,7.7,48,641
28.3,6.8,7.3,218,631
6.9,7.3,7.6,118,74
13.0,6.9,7.3,76,747
13.8,7.3,7.5,97,710
17.6,6.8,7.1,81,290
52.1,7.5,7.7,142,405
15.1,6.7,6.8,74,150
13.9,7.3,7.5,115,601
4.4,7.5,7.2,30,182
43.1,7.2,7.1,165,341
26.0,7.8,7.7,80,322
14.7,6.4,6.9,218,687
10.6,7.2,7.5,30,768
30.2,7.4,7.4,74,694
20.4,6.9,7.4,102,326
2.6,6.1,6.5,138,311
9.2,7.9,8.0,102,577
38.2,7.5,7.6,191,83
11.2,6.9,7.4,134,718
31.6,8.0,8.1,217,121
9.8,6.6,7.0,212,398
56.1,7.4,7.8,23,116
2.1,5.6,6.5,77,404
67.3,8.1,7.8,203,454
5.4,7.2,7.6,175,594
13.6,7.6,8.0,97,268
11.7,6.6,7.1,203,291
7.7,6.6,7.4,223,762
12.2,7.5,8.0,95,505
12.0,6.5,6.9,125,690
19.1,7.9,8.1,169,96
5.7,6.8,7.0,203,173
1.1,5.6,6.5,223,441
81.8,8.2,8.3,203,264
109.9,8.5,8.5,218,79
9.9,7.0,7.3,203,475
17.3,7.0,6.8,3,545
30.4,6.2,6.9,96,112
19.5,7.5,7.8,198,203
12.3,7.5,7.8,71,715
177.9,8.7,9.3,149,207
73.6,7.4,7.6,134,203
22.9,8.2,8.3,102,72
12.2,7.0,7.1,193,740
4.2,6.8,7.6,203,511
7.5,6.9,7.3,102,355
5.3,6.7,7.2,76,104
5.0,6.2,7.0,203,347
21.0,7.3,7.3,149,431
13.5,7.0,7.0,74,487
1.4,6.4,6.7,99,278
33.1,8.0,8.3,149,656
10.5,7.1,7.6,225,613
50.0,8.0,7.9,77,91
26.3,8.0,8.1,48,684
23.6,8.1,8.0,74,222
27.6,7.2,7.5,74,475
11.8,7.0,7.3,74,509
9.6,6.7,6.9,203,749
16.7,7.2,7.3,149,520
23.9,6.7,6.6,203,348
9.6,7.2,7.4,134,399
41.3,7.8,7.9,44,99
9.1,7.4,7.6,136,661
57.2,7.9,8.1,3,762
2.5,6.6,6.7,192,419
15.1,7.3,7.5,203,685
51.3,7.8,8.1,217,368
12.9,6.5,6.7,149,461
12.0,7.6,8.0,74,402
5.7,6.1,6.4,203,453
7.3,6.3,6.7,198,595
12.1,7.2,7.5,76,414
9.2,7.9,8.0,102,577
11.7,7.1,7.2,149,73
9.2,5.9,6.1,51,277
8.4,6.0,6.4,76,732
12.9,6.5,6.7,149,461
6.6,7.1,7.7,203,762
26.2,7.0,7.4,177,410
11.9,6.9,7.2,191,663
23.1,7.6,7.7,76,65
43.1,7.2,7.1,165,341
19.9,7.4,7.8,76,496
6.7,6.3,6.6,40,465
10.1,6.3,6.6,14,699
71.2,7.8,7.8,2,138
15.8,7.5,7.8,73,367
1.0,5.8,5.5,149,761
31.1,8.2,8.5,212,491
4.9,6.8,7.3,149,377
9.8,6.7,6.8,57,598
14.0,7.0,7.3,102,764
11.9,7.0,7.4,26,21
9.5,6.6,7.0,102,505
6.2,7.0,7.1,125,163
12.2,7.6,7.9,168,72
33.5,7.5,7.8,149,415
14.3,7.3,7.8,225,474
7.4,6.3,6.4,210,139
30.7,7.4,7.4,149,55
12.7,7.7,8.0,203,153
6.9,7.1,7.4,51,197
16.3,6.7,7.0,90,694
4.0,7.6,7.5,149,618
16.8,7.0,7.2,83,533
6.8,6.6,7.0,125,185
26.8,7.3,7.6,140,59
8.1,6.4,7.0,212,364
23.3,7.3,7.6,225,192
7.1,6.9,7.6,217,445
48.0,7.2,7.3,22,368
14.7,7.5,7.8,95,764
12.2,7.6,7.9,168,72
11.7,7.1,7.5,163,12
6.9,6.2,6.5,203,231
20.3,7.4,7.8,203,319
22.9,7.6,8.0,73,239
40.3,7.4,7.8,140,150
4.0,6.4,7.0,194,581
167.1,8.5,9.0,46,564
13.8,7.5,7.6,105,350
21.0,6.7,7.0,80,523
17.3,7.0,7.4,156,96
2.5,6.1,6.9,81,474
4.9,7.3,7.4,149,565
7.6,6.9,7.3,54,370
13.7,7.5,8.0,149,70
2.2,6.3,5.8,203,208
4.3,7.3,7.2,207,210
11.5,7.1,7.5,193,231
109.2,7.0,6.8,38,261
4.2,6.7,7.1,142,247
11.0,6.5,6.5,74,1
10.9,7.9,8.0,211,198
0.6,6.2,7.1,74,689
7.5,6.9,7.3,102,355
12.4,6.9,7.4,102,282
11.0,6.8,7.1,95,702
18.1,6.8,7.1,140,161
14.8,7.8,8.1,149,364
37.1,7.2,7.3,165,263
11.5,7.7,7.3,11,595
38.2,7.5,7.6,191,83
25.9,6.9,7.2,134,159
4.5,6.5,7.5,212,360
14.1,7.3,7.6,196,337
1.4,6.6,7.2,149,133
2.1,6.0,6.9,80,672
15.1,7.0,7.2,203,428
20.6,7.3,7.4,76,667
8.5,7.0,7.4,95,505
50.9,7.8,7.7,203,36
20.9,6.9,7.1,98,374
38.4,7.1,7.7,102,159
9.9,6.8,7.2,99,764
26.8,7.9,8.0,102,762
2.6,5.3,5.5,225,294
44.5,7.7,8.1,223,533
46.0,8.0,8.2,30,656
21.0,7.8,8.0,140,538
44.1,7.9,8.2,212,733
10.5,7.0,7.3,73,64
16.5,7.4,7.6,225,245
15.9,7.5,7.8,149,426
9.7,6.6,6.9,99,691
26.0,7.8,7.7,80,322
3.3,6.5,7.1,161,140
12.6,7.5,7.8,189,77
6.1,6.8,7.7,149,329
117.2,8.2,8.6,244,235
7.1,6.5,7.2,160,117
1.4,5.8,5.6,118,285
7.1,6.9,7.4,149,163
19.5,7.1,7.3,48,166
18.9,7.6,7.6,225,245
9.7,7.1,7.7,223,276
7.8,6.2,6.6,194,525
11.5,6.6,6.7,23,538
30.7,7.7,8.0,141,142
20.4,6.9,7.4,102,326
51.3,7.8,8.1,217,368
20.9,7.0,7.5,106,613
19.3,7.8,8.1,223,440
30.6,6.5,6.8,88,544
45.5,7.4,7.9,32,518
4.0,6.7,6.9,102,245
2.3,6.1,6.8,102,511
9.7,7.2,7.5,74,77
16.3,6.9,6.9,76,402
81.6,8.5,8.7,73,475
11.0,6.3,7.0,218,378
21.1,7.5,7.6,73,9
11.2,7.1,7.1,134,699
26.1,7.6,8.0,177,533
10.9,7.2,7.6,149,468
2.8,6.5,6.9,80,474
14.3,7.0,7.1,76,508
77.0,7.6,7.9,197,165
45.5,7.4,7.9,32,518
29.2,7.8,8.0,149,56
14.6,6.8,7.2,101,613
122.5,8.0,8.2,70,475
13.0,6.8,7.2,141,517
14.2,7.3,7.7,53,355
17.9,7.1,7.2,80,414
34.3,7.1,7.5,74,141
19.4,7.7,8.0,74,154
15.1,6.7,6.8,74,150
13.4,7.0,7.0,121,681
16.3,7.4,7.4,55,275
8.9,6.3,6.8,51,314
38.2,7.5,7.6,191,83
14.3,7.0,7.1,76,508
143.8,7.8,8.1,67,82
13.0,6.9,7.3,76,747
13.1,7.3,7.5,98,335
52.1,7.5,7.7,142,405
1.9,6.8,6.0,203,672
1.9,4.6,6.1,149,205
84.1,7.4,7.3,8,652
20.5,6.4,6.8,101,217
10.0,6.5,6.4,125,209
18.3,6.8,7.3,48,153
10.9,7.2,7.6,149,468
19.3,7.2,7.4,102,700
9.7,7.2,7.5,74,77
21.0,7.3,7.4,149,432
18.0,7.0,7.1,139,695
30.9,7.6,7.5,149,695
6.8,6.4,6.5,175,239
33.4,7.6,7.8,196,348
8.1,7.0,7.4,203,762
64.8,8.4,8.5,77,640
15.8,6.7,7.1,213,164
18.3,7.0,6.9,50,685
20.4,6.9,7.4,102,326
7.7,7.3,7.5,209,119
7.1,6.3,7.5,203,673
10.1,6.8,6.7,51,606
40.1,8.1,8.2,149,550
29.2,7.1,7.3,95,649
9.9,7.0,7.3,203,475
57.3,7.4,7.6,137,475
29.2,7.1,7.3,140,675
31.4,7.5,7.8,19,29
2.9,6.5,6.4,30,491
14.6,6.9,7.3,47,391
15.6,7.3,7.7,102,364
16.6,6.8,6.9,203,47
19.0,7.8,8.1,125,206
3.2,7.2,7.4,203,762
69.6,8.2,8.5,142,475
23.9,7.5,7.8,12,49
21.2,7.9,8.1,196,21
13.5,7.1,7.3,141,538
25.7,7.8,8.2,140,134
55.9,8.4,8.6,102,632
16.7,7.9,8.1,73,344
2.7,7.0,7.1,149,197
21.03197717575687,7.3,7.363954351513741,149,431
14.707219840897917,7.47112063640833,7.771120636408329,95,320
62.81226100088232,7.7877389991176775,8.187738999117677,140,91
12.622695133446635,6.751536577702243,7.174231711148878,203,282
44.31495081730427,7.792524591347863,8.146262295673932,212,733
8.9,7.173654501081677,7.286827250540838,203,762
2.1,5.890867627906523,6.645433813953262,209,440
17.922811956359993,7.877188043640006,8.125729347880002,149,394
23.485098666889616,7.542549333444807,7.5,76,65
29.1345934992547,7.7345934992546965,7.934593499254697,149,56
13.46289612370154,6.462896123701539,6.988688371104619,188,88
57.2,7.9,8.1,3,762
7.604010919141248,6.508021838282496,6.808021838282496,99,435
33.04681259844898,7.960109448836735,8.260109448836735,76,722
18.5,7.6,8.0,76,592
2.931584625756877,5.612276916162082,6.343861541918959,141,528
16.217577298124542,7.272525766041514,7.390103064166055,55,19
13.4,7.1,7.34866689414247,188,747
28.9,8.0,8.4,77,509
14.319859627197749,7.619859627197748,7.919859627197749,149,344
60.56741860968982,8.004795351188582,8.146967443875926,140,91
49.36329606635938,7.972317220276495,7.983048339170516,142,405
20.68152993428133,7.381529934281327,7.440764967140664,149,431
22.9,7.9,8.1,142,186
6.7368013432983,7.2,7.615735124397734,149,163
5.713110024930955,6.686889975069045,7.049186633425393,209,481
10.436843977990748,6.8894680660277565,7.189468066027756,212,268
17.893245208966114,6.946622604483056,7.1,149,18
69.6,8.2,8.5,107,579
18.0,7.071582496468209,7.314747489404627,203,414
21.090903252066564,7.5,7.6,140,504
38.4,7.592190134677855,8.028126756451902,165,43
23.1,7.528737002522837,7.652491335015225,76,65
15.911441962383345,7.594279018808328,7.691418528212492,149,19
20.236195390541898,7.5,7.7180976952709495,102,502
174.87490434966315,8.670877018673915,9.170877018673915,203,316
29.2,7.8,8.0,149,56
10.675276892559681,7.3,7.675276892559682,212,218
23.635374950636255,6.961224970381753,6.948299960509004,134,168
19.0664084234992,7.544530525500266,7.710938948999467,156,231
20.205926941571875,7.5,7.8,19,760
14.3,7.49222998918007,7.543693347759906,225,474
63.40352457428254,7.4,7.718590170286985,77,640
8.665409549034008,7.616352387258502,8.016352387258502,203,581
22.9,7.860891846334824,8.1,142,186
31.415293838832355,7.484706161167644,7.784706161167644,76,722
21.174186656729887,7.822559970189662,8.048373313459773,196,389
19.16865266709174,7.865673666454129,8.1,125,206
4.362595032112347,6.8,7.502442980732591,218,419
2.0679580622940197,6.44143118798062,6.70938925027464,40,404
13.47382526785633,6.57852419643101,7.1,188,757
130.7,8.1,8.3,76,116
20.30924209172327,7.5,7.7546210458616365,19,502
17.647210092669294,6.847210092669292,7.123605046334646,139,414
19.9,8.0,8.3,223,440
50.35677470371987,7.733951581017508,7.701854743052524,77,36
3.192090420577593,6.140113025721991,6.648022605144398,96,528
25.466299682356873,7.665198729427486,7.833700317643129,13,159
19.0,8.3,8.6,142,386
42.4,7.9,8.1,76,692
4.324357136293815,6.775128572741237,7.4010285819298955,158,419
25.491427506697985,7.4,7.646857994641612,13,159
28.953388608442726,7.64135544337709,7.9,223,490
32.7,7.7,8.0,76,722
19.050285764886496,7.8,8.1,125,206
69.6,8.2,8.5,142,475
12.2,7.573640201506564,7.873640201506564,168,72
3.1008586417134585,5.967239094475639,6.734478188951278,188,246
7.9525369124250185,6.847463087574981,7.247463087574982,149,173
15.51558295510308,7.3,7.7,149,364
32.66113403059001,7.641701045885016,7.902835076475027,76,722
14.124393690680975,7.041464563560325,7.341464563560325,102,18
7.7,6.7,7.0,99,435
50.185257089033094,7.958831757992646,7.858831757992647,142,36
24.65523215224091,7.677616076120454,7.322383923879546,102,320
11.107899844606797,6.4,6.946050077696602,48,764
31.371456571955342,7.522834742435726,7.817126056826794,217,121
14.706233905600207,7.006233905600206,7.353116952800104,95,320
11.887321138458992,7.519018292311512,7.912678861541008,203,186
7.89606564593315,7.192131291866298,7.492131291866298,203,205
95.6,7.9,8.0,99,136
14.8,7.1,7.4,95,764
20.99338750175279,7.273550007011162,7.286775003505581,98,374
3.8522282845255744,5.568384389502325,5.784540494479075,76,108
17.34927651913116,6.901446961737679,7.350723480868839,156,96
15.99584271409496,7.216629143620157,7.124943715430235,95,700
18.644502960288627,7.129668640192418,7.6,139,628
61.693315061479424,7.708021926224692,8.00534795081646,140,91
30.741857564276746,7.386047478574419,7.3965118696436045,76,722
47.68863804385086,7.899506001906559,8.197036011439353,79,641
43.575905892711624,7.771087071253943,7.956630606880915,55,416
8.9,7.0721760124369,7.5278239875631,203,186
46.745289876027975,7.9,8.026416341095995,79,641
20.29094797112677,7.5,7.745473985563386,102,502
20.9,6.9,7.1,98,374
27.3,8.1,8.1,76,59
20.33331357424539,7.43331357424539,7.73331357424539,19,760
38.4,7.183790752853787,7.755860501902525,71,43
12.2,7.6,7.9,168,72
23.607621017522643,6.969207005840881,7.061585988318238,71,168
13.45906384745267,7.670468076273664,7.929531923726335,169,683
5.680741380849179,6.880741380849179,7.579814654787705,149,510
19.63671621666246,6.997970270002525,7.265313513335017,102,525
16.290973613832183,7.296991204610727,7.487964818442908,95,762
11.081219856842116,7.2,7.509390071578942,149,468
9.767260211822514,7.33095915270995,7.698219364532462,223,683
19.52249991227817,7.911249956139086,8.1,90,239
14.7,7.5,7.8,95,764
7.946855063165784,6.8,7.288574894723693,203,68
130.17456795352638,8.223363357003548,8.523363357003548,76,116
19.98381152896481,7.580942355175945,7.880942355175945,223,440
13.483384265842208,6.511077156105196,7.1,188,644
18.13664960565793,7.66335039434207,7.963350394342071,149,508
24.399434952801684,7.450282523599157,7.599434952801685,102,320
53.55218048723539,7.843937483818908,8.043937483818908,3,762
22.0,7.2,7.3,95,385
16.128817076008353,7.285878050672235,7.228817076008351,80,700
167.1,8.5,9.0,203,316
19.0930948695507,7.893094869550698,8.1,125,206
44.1,7.9,8.2,212,733
18.032348661422276,7.767651338577725,8.067651338577724,149,186
6.986270060959087,7.035297454280684,7.4,149,163
11.7,7.2,7.7,175,595
11.578772881130831,7.503067797172921,7.457545762261663,175,595
9.8,7.130246595408298,7.6,212,683
13.231977909092397,6.678681393938402,7.1,9,745
8.368430939079394,7.334215469539696,7.731569060920607,203,205
14.4,6.2,6.7,121,740
23.67589398056972,6.985536388341833,6.980715184455778,192,131
9.695434836844262,7.506847744733605,7.702282581577869,203,491
18.518618407855428,7.162763184289148,7.222072388216861,142,638
50.9516986198651,7.712924654966274,7.66462327483137,79,641
29.021761451594173,7.934715645217482,8.056477096811655,149,56
21.043298373901333,7.413403252197334,7.556701626098667,149,431
20.347689841850265,7.5,7.773844920925132,102,502
42.4,7.9,8.1,76,684
8.840414032165103,6.880828064330206,7.2,203,186
20.098109948468974,7.467296683843676,7.767296683843676,19,760
5.732962645774566,6.9662033072182075,7.699721984330925,102,394
36.323138376776505,7.657646217417622,7.838430811611748,95,13
9.776228513477662,7.295085946089354,7.671314459567015,142,683
10.459562729771728,7.020218635114136,7.3,212,268
21.0,7.3,7.3,89,504
17.654649735147494,6.836433156764995,7.154649735147493,81,695
25.963937283388816,7.8,7.7601045276853045,218,348
62.07118255673736,8.027755451019576,8.29110218040783,140,91
14.700575866049812,7.497696535800752,7.7976965358007515,95,320
14.732458582990027,7.370165668039892,7.670165668039892,95,320
5.7,6.1,6.43664615348714,203,287
29.120765461678147,7.879234538321851,8.039617269160926,149,56
12.439093441337972,7.360906558662028,7.8,168,72
4.97771162025407,7.02228837974593,7.183432569618896,149,20
11.544869362262252,7.520522550950988,7.389738724524506,175,595
19.452491173825134,7.2,7.476245586912567,102,240
10.6,7.3,7.6,212,218
18.5,7.6,8.0,76,592
2.278041222869467,5.951237146637911,6.429278369507378,77,744
15.539655140661862,7.3,7.7,203,364
31.265893600722492,8.0,8.233642559711004,217,153
14.647796138403846,6.447796138403846,6.7,121,740
10.653650595619942,7.3,7.6536505956199425,212,218
22.33797857801792,7.6,7.327871468107538,95,88
27.472666729914366,7.668333175214087,8.013666635042817,76,59
17.503816357027244,6.8,7.196183642972756,156,96
10.804163624474054,7.6124908734221615,7.908327248948107,76,429
8.1,7.4,7.5,203,762
14.3,7.402374348287847,7.834124782762616,102,762
14.8,7.8,8.1,74,344
12.36011772191031,6.9,7.36011772191031,203,740
18.158017236922735,7.558017236922733,7.858017236922733,149,186
23.63319872663656,7.5,7.639919235981936,71,589
20.560790509279347,7.260790509279344,7.4,76,656
29.047023347691574,7.9529766523084255,8.076488326154212,149,56
20.237402852256782,7.5,7.718701426128391,102,502
16.940938461886752,7.0,7.256375384754701,81,290
23.008895260809012,7.082209478381974,7.364418956763948,95,326
20.598176741732367,7.298176741732363,7.4,75,245
10.919577798568355,7.239155597136709,7.6,149,468
30.70151257499563,7.701512574995629,8.000756287497815,141,350
20.27050505716908,7.5,7.73525252858454,102,502
18.5,7.6,7.979606109789997,76,592
4.2782588517118505,5.99739291863052,6.32174114828815,203,658
27.3,8.1,8.1,76,59
19.0,8.3,8.6,142,386
10.6,7.3,7.6,212,218
38.61097361234378,7.135162268723963,7.7,216,627
36.988437088705865,7.2709945799144515,7.370994579914451,102,159
20.297174351837263,7.5,7.748587175918632,102,502
14.7,7.5,7.8,95,320
44.5,7.614538129411423,8.043025419607615,212,733
1.6765609684336578,5.761457992985258,6.261457992985258,125,440
9.9,7.2,7.5,76,683
8.8,6.8,7.153916127667525,203,186
21.6,7.2,7.4,212,42
22.9,7.861033378331092,8.1,142,186
19.0,7.941924662888403,8.241924662888403,142,386
19.14536160066018,6.827262400073353,7.127262400073353,102,111
6.330839281220281,7.258645089847465,7.81729017969493,102,474
16.036565828001084,7.22437721866739,7.136565828001084,55,762
14.4,6.2,6.7,121,740
49.26657106411946,7.9681117853964984,7.995664643810505,79,641
95.6,7.9,8.0,99,136
7.194967323266588,6.852516338366706,7.4,149,163
69.6,8.2,8.5,107,475
13.621375384618949,7.567936923071577,7.946561538452628,95,683
9.8,7.113462443925781,7.6,142,683
28.430906505331226,7.625656278370136,7.453937670220818,140,508
20.788878062571275,7.488878062571274,7.496292687523758,70,680
18.5,7.5,7.6,149,186
7.838801490044968,6.880599254977516,7.119400745022484,203,173
9.275113271078132,7.755022654215626,7.934932037353121,203,245
11.8,6.2,6.6,125,276
32.7,7.7,8.0,76,722
29.190280668441332,7.809719331558669,8.004859665779334,149,56
10.4804835460439,7.339838817985367,7.6,212,218
10.6,7.3,7.6,212,218
21.6,7.2,7.4,212,42
8.1,7.091231908779573,7.422807977194894,203,205
9.778795516009177,7.178795516009178,7.621204483990822,76,264
19.844392395540396,7.461098098885099,7.838901901114901,156,184
23.1,7.6,7.7,76,65
17.91601386971333,7.1,7.232027739426656,203,414
14.709997687660199,7.460009249359205,7.7600092493592046,95,764
77.88110441381293,8.006026413790815,8.2,142,192
25.476312944102553,7.705251776410207,7.823687055897448,13,159
18.0,7.8,8.1,149,508
8.9,7.1450387928903725,7.345038792890373,203,186
21.6,7.2,7.4,212,42
5.2694953014595045,6.857626174635124,7.127121476094628,76,757
25.300529939574883,7.833245010070853,7.833245010070853,13,159
9.8,7.019107062766934,7.6,142,683
51.64863118961189,7.612842202597028,7.7,142,91
17.83553030362117,7.964469696378831,8.154823232126276,149,394
25.793304231587737,7.8,7.7413391536824525,13,159
14.467205683097946,6.267205683097945,6.7,121,740
9.9,7.147374748988836,7.447374748988836,76,264
13.4,7.686279707754323,7.9,97,623
21.6,7.2,7.4,212,42
1.4765716444161292,6.238285822208065,7.309571455552016,203,744
64.8,8.4,8.5,95,263
24.771605699911344,7.771605699911347,7.51481709973404,13,159
8.782128210826635,7.078581192782244,7.639290596391122,149,614
27.81731181110015,7.6,7.682688188899849,102,705
4.515973548057988,6.015973548057988,6.315973548057988,203,20
17.456362398362206,7.856362398362206,8.017271798771654,149,394
20.9,6.9,7.1,98,374
8.1,7.198706743543668,7.449676685885917,203,205
18.5,7.6,8.0,76,592
18.886356024744327,7.286356024744326,7.55906807423298,139,628
11.278057821619038,6.4,6.860971089190481,113,64
108.1,8.6,9.0,134,79
69.34308023104462,8.157180038507438,8.414360077014877,142,579
74.69304469211782,7.697681564039277,8.056480446868365,223,13
22.9,7.9,8.1,142,186
22.099125599370222,7.695627996851094,7.795627996851094,95,385
61.405430863126604,8.235802855272938,8.374321142109174,140,91
12.2,7.6,7.9,168,72
7.044867763425748,6.927566118287126,7.372433881712874,149,163
7.1,6.384322616598718,7.289193458503204,203,673
47.06943046691245,7.8725839333440195,8.035503600064116,79,641
11.815883873797798,6.223825810696696,6.623825810696696,37,629
8.62569747487893,7.2,7.674302525121071,149,581
23.1,7.6,7.7,76,65
13.619186732471874,7.580813267528125,8.0,106,539
3.9,6.705977062730688,7.03831421894224,242,757
18.222665640222697,7.622665640222698,7.922665640222699,149,508
13.341998522332775,7.664500369416806,8.0,169,268
1.9138847685492186,5.348596689922265,6.234711921373047,209,205
28.9,8.0,8.4,77,509
18.893238743640776,7.293238743640778,7.579716230922335,139,628
9.2,7.0,7.439928698435528,168,276
17.67011362457313,6.87011362457313,7.123371208191043,80,695
27.408002382920902,7.829994042697744,8.045998808539549,76,59
8.976015817512291,6.888007908756146,7.2,203,186
14.8,7.1,7.4,95,764
49.381351968415196,7.853295778655133,8.153295778655133,203,641
40.32703362718076,8.197300125934612,8.362166876557687,202,509
7.96660038261164,7.26660038261164,7.5,203,205
11.833897391039638,7.599153913440543,7.966102608960362,203,206
28.9,8.0,8.4,77,509
19.0,7.766183918984938,8.066183918984938,156,231
3.355778341737002,6.267335025211008,6.832664974788993,141,246
23.180804846928226,7.192260204095699,7.419195153071774,29,68
8.406958877543257,7.353479438771628,7.693041122456743,203,205
38.90601423426008,7.481957297219765,7.793985765739921,102,159
7.7,6.7,7.0,99,435
10.604237471549462,7.3,7.604237471549462,212,218
40.22271205965036,8.152590882707297,8.28765147117883,202,509
36.12399804367173,7.8070014672462,7.938000978164133,99,671
10.240186737731811,7.159813262268189,7.220093368865906,212,268
13.185668926210768,7.046417231552692,7.3,9,747
11.8,6.2,6.6,37,690
3.3,6.045037093625818,6.615259655380729,51,485
51.4950693368838,7.726848998668574,8.002465331558097,81,632
49.20058549425034,7.965242847576102,8.004271457271695,203,368
11.700526482653835,6.666491172448722,6.9659646897948875,192,629
1.5431850274471897,5.679544996078973,6.261365011763082,203,205
20.621846654156165,7.270871127791781,7.392717781947946,98,374
5.906143167257818,7.106143167257819,7.523464208185545,212,391
19.77986318316186,8.0,8.179863183161862,90,440
9.715241601333041,7.539033594667833,7.854275196000875,142,683
20.398496700431675,7.5,7.799248350215837,102,502
37.1,7.2,7.3,102,2
11.046004286971943,7.3079914260561125,7.553995713028056,149,468
69.85274672899772,8.136813317750567,8.389423306063495,142,475
10.7,7.3,7.7,212,218
19.749434275201104,7.137641431199724,7.437641431199724,102,569
147.5968201664338,8.14652534073039,8.44652534073039,203,316
28.97552704204968,8.0,8.173418873850958,77,509
28.676628090181143,7.53831404509057,7.912771348363524,223,490
22.082606763025254,7.613033815126264,7.713033815126264,95,385
7.7,6.7,7.0,99,435
80.64273621413174,8.041748939548595,8.270874469774299,142,192
33.1,8.0,8.3,149,415
13.4,7.1,7.330312835594533,9,455
30.331556284955422,7.4,7.4,141,142
4.7,6.736013640747152,6.980068203735759,24,180
22.9,8.2,8.3,142,186
62.926084353937874,7.8378253061813625,8.21891265309068,95,640
18.733859327786288,7.189239551857525,7.6,139,628
43.252762155329016,7.383314586394814,7.374971879592221,55,416
22.0,7.2,7.3,95,385
23.676398729747582,7.5,7.665839237848549,71,589
14.4,6.2,6.7,121,740
10.454703828308949,7.34843205723035,7.6,212,218
9.8,7.183878394642884,7.6,212,683
68.396356179487,7.898785393162332,8.048481741452916,107,579
43.6,7.8,8.0,55,416
9.88514249577451,7.2,7.514857504225491,76,264
1.5251063086144014,5.845957360050135,6.304255257178668,125,404
23.1,7.606940478535608,7.7,76,65
19.0,8.241816801057263,8.541816801057262,142,386
29.03651005830176,7.263489941698238,7.4634899416982385,149,56
22.9,7.9,8.1,142,186
9.824405135910986,6.587797432044507,7.024405135910986,203,764
6.84722267604298,7.02638866197851,7.3,102,401
59.99111189982357,7.735852219917665,7.916444759929427,140,91
19.041993912738587,7.658006087261413,7.9580060872614125,156,231
19.2,7.5,7.8,156,231
14.7,7.5,7.8,95,320
6.201490089382581,7.259701982123484,7.658211892740903,204,394
4.286762257493255,6.782647548501349,7.461180388010793,158,283
21.1,7.391514673329262,7.622019564439015,196,21
22.296170082038664,7.634609972653778,7.734609972653779,95,385
167.1,8.5,9.0,203,564
16.04361116906187,7.528194415469066,7.5922916232036,80,700
3.9,6.817751943636564,7.117751943636564,218,511
7.613252467274185,6.526504934548369,6.826504934548369,99,435
18.5,7.6,7.827597103545475,76,592
9.038621404743303,6.9231728428459824,7.223172842845982,102,506
10.802587616236213,7.607762848708639,7.905175232472425,149,429
14.739374706224902,7.618124118674706,7.918124118674706,74,49
8.147038039819401,7.3764809800902995,7.570557059729102,203,205
28.68741931363021,7.534967725452082,7.9,223,490
7.098973569414623,6.950769822939033,7.4,149,163
25.379732605554462,7.559465211108925,7.8,13,159
21.0,7.3,7.3,70,504
51.047013768916614,7.8,7.847013768916613,77,368
22.9,7.9,8.1,142,186
13.4,7.1,7.3974188093050515,78,747
11.940549886746448,7.772966742169035,8.072966742169035,149,732
10.603688488841081,7.3,7.603688488841082,212,218
74.1,7.5,8.0,223,695
31.08632886446129,7.989746648345966,8.289746648345966,142,350
30.416248939165065,7.52974936349904,7.65949872699808,141,142
16.312910320148845,7.6,7.837636773382949,149,19
17.751842558852072,6.901228372568049,7.251842558852073,203,414
8.324195324546835,7.4,7.556048831136708,203,205
6.047167657869128,6.8,7.689433531573826,203,391
18.16408263146902,7.56408263146902,7.864082631469021,149,186
7.7,6.7,7.0,99,435
170.56174961042973,8.576082409020433,9.076082409020433,46,564
20.5,7.234979890760185,7.4,75,245
18.754392544061407,7.245607455938595,7.345607455938595,139,628
2.5631902237335993,7.338650372889332,7.450920298311465,203,304
44.1,7.9,8.2,212,733
19.137940127130797,7.8,8.1,125,206
15.611632759101095,7.294183620449452,7.688367240898905,149,364
18.60154010484907,7.0984598951509295,7.5974331585848836,102,525
147.0097830658931,8.48266583170109,8.971109719501817,76,116
79.59290840496776,7.960992954228289,8.230496477114144,142,264
19.206528429894632,7.498367892526342,7.801632107473658,76,231
8.528245968735222,7.223918010421593,7.723918010421593,149,373
22.9,7.9,8.1,142,186
33.13641548182673,7.987861506057757,8.287861506057757,149,415
46.933602662324354,7.9,8.06065502951352,79,641
11.0,7.4,7.6,149,468
30.7,7.7,8.0,141,350
18.481312460560982,7.5062291798130065,7.618687539439018,149,186
93.71513812584578,8.154711064074895,8.254711064074895,99,136
33.10132125845881,7.998348426926489,8.29834842692649,149,656
7.225588107802407,6.855808919148195,7.4,149,163
36.0,7.9,8.0,95,13
4.9,7.1612507241573224,7.330625362078661,149,268
8.924779167258327,6.862389583629164,7.162389583629164,203,186
25.536479268044175,7.4,7.610816585564661,13,159
13.229566646443851,7.014783323221925,7.3,76,745
21.17385792465196,7.8477158493039205,8.0346448116299,89,525
